home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Sheffield United,Leicester City,225321,82691,40386,108416,155197.0,109638.0,47247,153723,207189,,,169432,197937.0,,17745,444463,37642,37402,,220627,166989,51938,86881.0,,101668,172780.0,168580.0,lose,2020/21
West Bromwich Albion,Crystal Palace,101982,59940,146426,41135,,,176420,50229,232787,61600.0,,179830,210407.0,180294.0,40836,57328,74230,55037,19419.0,66975,232413,86417,50471.0,,82403,54861.0,,lose,2020/21
Chelsea,Leeds United,228286,172850,51090,103192,225796.0,,116594,184341,219847,,,165153,44346.0,124183.0,437495,66588,193645,55914,105377.0,219961,87873,221399,155405.0,,106617,72222.0,,win,2020/21
Liverpool,Wolverhampton Wanderers,200720,116643,122798,60914,215136.0,,41733,56979,206915,,,92217,110979.0,118748.0,38533,111291,90585,94147,200402.0,171317,19624,151589,,,247632,200600.0,159533.0,win,2020/21
West Ham United,Manchester United,37096,55459,166640,40669,,,164555,105717,215439,204480.0,,217593,178186.0,103123.0,172649,184667,95658,152590,214590.0,74208,148225,220688,180184.0,195851.0,40720,,,lose,2020/21
Wolverhampton Wanderers,Aston Villa,38533,111291,94147,200402,107613.0,,247632,200600,19624,151589.0,159533.0,449988,,,98980,199796,169359,199798,149484.0,230046,122806,232653,,,114283,178301.0,110504.0,lose,2020/21
Newcastle United,West Bromwich Albion,59735,58845,194799,153127,111773.0,,50232,56983,179018,180135.0,,180974,75115.0,,101982,216616,146426,41135,,176420,50229,200878,232787.0,61600.0,171975,180294.0,,win,2020/21
Leeds United,West Ham United,437495,66588,55914,105377,87873.0,,219961,80954,221399,155405.0,72222.0,106617,,,37096,55459,166640,164555,40669.0,217593,172841,178186,215439.0,204480.0,103123,,,lose,2020/21
West Ham United,West Bromwich Albion,37096,55459,164555,60232,40669.0,,172841,86934,178186,215439.0,204480.0,57531,,,101982,42427,216616,59940,146426.0,49944,49957,232787,61600.0,,171975,210407.0,,win,2020/21
Leicester City,Chelsea,17745,220627,444463,37642,166477.0,,201666,166989,172780,51938.0,203341.0,101668,,,228286,102380,172850,51090,225796.0,91651,176413,184341,209046.0,219847.0,173879,,,win,2020/21
Fulham,Manchester United,84182,109646,174874,159506,,,167074,153366,101105,203325.0,,126187,166324.0,219352.0,51940,197365,95658,106760,214590.0,74208,141746,148225,220688.0,101582.0,40720,,,lose,2020/21
Manchester City,Aston Villa,121160,58621,171314,97299,121145.0,,59859,220566,61366,,,103955,165809.0,209244.0,98980,199796,169359,199798,149484.0,230046,122806,114283,110504.0,88894.0,178301,,,win,2020/21
Liverpool,Burnley,116535,116643,122798,60914,169187.0,,41733,61558,68312,,,110979,81880.0,152760.0,98747,68983,103914,17761,51927.0,172782,433154,90517,60551.0,,60689,44699.0,,lose,2020/21
Aston Villa,Newcastle United,98980,199796,169359,199798,149484.0,,230046,114283,110504,184704.0,88894.0,178301,,,59735,119471,101148,194799,153127.0,50232,83314,179018,,,40142,75115.0,,win,2020/21
West Bromwich Albion,Manchester City,101982,176420,42427,216616,146426.0,,49944,180294,61600,18987.0,,171975,210407.0,,121160,171314,97299,121145,206325.0,59859,220566,165809,,,103955,103025.0,209244.0,lose,2020/21
Southampton,Arsenal,58376,88900,213482,214470,171771.0,,101178,91047,240143,20467.0,,84939,200439.0,,80201,98745,156074,58822,41270.0,167199,223340,209289,195735.0,84450.0,59966,,,lose,2020/21
Newcastle United,Leeds United,59735,119471,101148,194799,153127.0,,50232,83314,114243,179018.0,,75115,90105.0,,437495,66588,55914,105377,149915.0,219961,87873,80954,221399.0,155405.0,106617,,,lose,2020/21
Crystal Palace,West Ham United,40836,55494,55037,19419,244723.0,,66975,232413,60252,50471.0,,82403,54861.0,,37096,55459,164555,60232,40669.0,217593,172841,178186,215439.0,204480.0,57531,,,lose,2020/21
Manchester United,Sheffield United,51940,95658,152590,214590,180804.0,,74208,141746,176297,220688.0,62398.0,148225,,,225321,40386,7645,199598,,82691,47247,153723,79934.0,109638.0,18867,27436.0,,lose,2020/21
Everton,Leicester City,111234,194164,106611,164511,198826.0,,212319,101188,120250,173807.0,,177815,60025.0,,17745,220627,444463,37642,166477.0,201666,166989,172780,51938.0,203341.0,168580,,,draw,2020/21
Brighton and Hove Albion,Fulham,215059,198869,110735,83299,,,109345,227127,243016,60307.0,111478.0,115382,116216.0,,84182,109646,174874,159506,,167074,153366,96994,203325.0,,126187,166324.0,219352.0,draw,2020/21
Chelsea,Wolverhampton Wanderers,228286,102380,51090,41328,,,85955,172850,91651,209046.0,,44346,124183.0,219847.0,38533,90585,94147,214048,,448514,171317,200402,151589.0,,247632,200600.0,159533.0,draw,2020/21
Burnley,Aston Villa,98747,68983,17761,51927,39487.0,,172782,433154,90517,60551.0,,60689,44683.0,,98980,199796,169359,199798,149484.0,230046,122806,114283,110504.0,88894.0,178301,,,win,2020/21
Crystal Palace,Wolverhampton Wanderers,40836,57328,74230,19188,55037.0,,66975,80146,232413,82403.0,50472.0,94245,,,38533,90585,94147,214048,,441271,200402,19624,151589.0,,247632,200600.0,73314.0,win,2020/21
Tottenham Hotspur,Liverpool,37915,214225,93264,115556,,,87835,132015,80226,231372.0,,85971,78830.0,194252.0,116535,56979,122798,60914,169187.0,41733,61558,15157,,,92217,110979.0,118748.0,lose,2020/21
West Bromwich Albion,Fulham,101982,216616,59940,146426,,,176420,42427,49944,232787.0,18987.0,171975,210407.0,,84182,109646,174874,159506,,96994,151086,203325,169528.0,,128389,126187.0,219352.0,draw,2020/21
Manchester City,Sheffield United,121160,58621,171314,206325,146941.0,,59859,165809,27789,,,205651,224444.0,209244.0,225321,82691,40386,108416,226182.0,47247,153723,79934,,,195473,197937.0,,win,2020/21
Everton,Newcastle United,111234,106611,101188,164511,59949.0,,212319,55422,121599,153133.0,60025.0,177815,,,59735,119471,101148,194799,109528.0,50232,153127,83314,179018.0,,75115,90105.0,,lose,2020/21
West Ham United,Liverpool,37096,55459,164555,60232,40669.0,,217593,172841,178186,215439.0,204480.0,57531,,,116535,56979,122798,197464,169187.0,41733,61558,15157,68312.0,,118748,152760.0,,lose,2020/21
Leicester City,Leeds United,17745,220627,444463,37642,166477.0,,201666,166989,172780,51938.0,86881.0,168580,,,437495,66588,55914,105377,222694.0,219961,87873,80954,221399.0,155405.0,106617,,,lose,2020/21
Chelsea,Burnley,228286,102380,51090,41328,,,82263,85955,91651,209046.0,,173879,165153.0,184341.0,98747,68983,17761,51927,39487.0,40145,433154,90517,60551.0,,60689,81183.0,,win,2020/21
Southampton,Aston Villa,58376,40146,88900,101178,171771.0,,78056,91047,240143,20467.0,,84939,83283.0,,98980,199796,169359,199798,149484.0,230046,122806,114283,110504.0,88894.0,178301,,,lose,2020/21
Arsenal,Manchester United,80201,98745,156074,58822,41270.0,,167199,209289,444145,195735.0,84450.0,59966,,,51940,184667,95658,106760,214590.0,74208,141746,176297,101582.0,195851.0,40720,,,draw,2020/21
Brighton and Hove Albion,Tottenham Hotspur,215059,198869,110735,83299,,,109345,227127,60307,111478.0,,115382,243016.0,116216.0,37915,55605,173904,214225,,132015,45268,231372,115556.0,,85971,36903.0,194252.0,win,2020/21
Newcastle United,Crystal Palace,59735,58845,119471,194799,109528.0,,50232,153127,83314,179018.0,,75115,90105.0,,40836,57328,74230,19188,19419.0,66975,80146,232413,173954.0,,82403,94245.0,,lose,2020/21
Wolverhampton Wanderers,Arsenal,38533,90585,94147,200402,214048.0,,247632,171317,200600,19624.0,159533.0,73314,,,80201,98745,156074,58822,41270.0,167199,223340,209289,195735.0,84450.0,59966,,,win,2020/21
Sheffield United,West Bromwich Albion,225321,40386,108416,199598,,,82691,47247,153723,79934.0,226182.0,18867,27436.0,,101982,108053,216616,59940,146426.0,171975,49944,50229,18987.0,,210407,164011.0,,win,2020/21
Liverpool,Brighton and Hove Albion,200720,56979,122798,197464,169187.0,,41733,61558,15157,,,92217,118748.0,68312.0,215059,198869,110735,83299,,109345,227127,60307,235382.0,78916.0,115382,116216.0,,lose,2020/21
Aston Villa,West Ham United,98980,199796,169359,199798,149484.0,,230046,122806,114283,88894.0,193488.0,178301,,,37096,55459,164555,60232,40669.0,109322,172841,81012,215439.0,204480.0,57531,,,lose,2020/21
Leeds United,Everton,437495,66588,55914,105377,222694.0,,219961,87873,221399,155405.0,72222.0,106617,,,111782,194164,101188,164511,198826.0,212319,55422,121599,153133.0,120250.0,177815,,,lose,2020/21
Fulham,Leicester City,84182,109646,174874,159506,,,167074,153366,203325,169528.0,,128389,126187.0,219352.0,17745,220627,218031,37642,111931.0,201666,166989,172780,168580.0,197469.0,173515,,,lose,2020/21
Burnley,Manchester City,98747,68983,17761,51927,39487.0,,40145,60586,433154,60551.0,,44683,81183.0,,121160,171314,97299,121145,146941.0,59859,220566,165809,,,103955,205651.0,103025.0,lose,2020/21
Tottenham Hotspur,Chelsea,37915,55605,93264,80226,115556.0,,132015,45268,194252,231372.0,,85971,245824.0,,228286,102380,51090,41328,,82263,85955,91651,225796.0,,165153,184341.0,209046.0,lose,2020/21
Newcastle United,Southampton,59735,119471,194799,153127,109528.0,,50232,83314,179018,200089.0,,75115,170137.0,,58376,40146,93100,88900,171771.0,78056,101178,83283,157882.0,,84939,200439.0,,win,2020/21
Burnley,Brighton and Hove Albion,98747,68983,17761,51927,39487.0,,40145,60586,433154,60551.0,,44699,81183.0,,215059,198869,110735,83299,,227127,60307,78916,111478.0,,233425,115382.0,243016.0,draw,2020/21
Aston Villa,Arsenal,98980,199796,169359,199798,149484.0,,122806,114283,110504,184704.0,88894.0,178301,,,131897,98745,226597,156074,58822.0,167199,223340,209289,195735.0,84450.0,59966,,,win,2020/21
Fulham,West Ham United,84182,167074,109646,174874,169528.0,,153366,96994,126187,151086.0,219352.0,166324,,,37096,55459,164555,60232,40669.0,109322,178186,172841,215439.0,204480.0,57531,,,draw,2020/21
Manchester United,Everton,51940,184667,95658,106760,214590.0,,74208,141746,176297,220688.0,195851.0,40720,,,111782,194164,106611,101188,198826.0,121599,60025,120250,173807.0,,212319,177815.0,,draw,2020/21
Liverpool,Manchester City,116535,116643,56979,122798,169187.0,,41733,61558,206915,,,92217,110979.0,118748.0,121160,171314,97299,121145,206325.0,59859,220566,165809,,,103955,103025.0,209244.0,lose,2020/21
Wolverhampton Wanderers,Leicester City,38533,94147,214048,151589,,,171317,114128,200402,19624.0,,247632,73314.0,159533.0,17745,220627,218031,37642,111931.0,201666,166989,172780,168580.0,197469.0,173515,,,draw,2020/21
Tottenham Hotspur,West Bromwich Albion,37915,55605,173904,80226,115556.0,,132015,85971,62974,95715.0,231372.0,78830,,,101982,108053,59940,146426,38716.0,180294,232787,61600,18987.0,154043.0,164011,,,win,2020/21
Sheffield United,Chelsea,225321,40386,108416,109638,,,47247,153723,155197,79934.0,226182.0,169432,197937.0,,228286,102380,135363,41328,,85955,172850,91651,225796.0,,165153,44346.0,184341.0,lose,2020/21
Leeds United,Crystal Palace,437495,66588,55914,105377,222694.0,,219961,87873,221399,155405.0,72222.0,106617,,,40836,57328,19188,19419,244723.0,74230,66975,232413,173954.0,,80146,231747.0,,win,2020/21
Crystal Palace,Burnley,40836,57328,74230,19188,55037.0,,66975,80146,232413,173954.0,,54861,94245.0,,98747,68983,17761,51927,39487.0,40145,60586,433154,60551.0,,44683,44699.0,,lose,2020/21
Leicester City,Liverpool,17745,218031,37642,155569,111931.0,,201666,166989,172780,51938.0,203341.0,101668,,,116535,56979,438277,122798,169187.0,41733,15157,206915,,,92217,110979.0,118748.0,win,2020/21
West Bromwich Albion,Manchester United,101982,108053,59940,146426,38716.0,,210407,232787,18987,154043.0,101394.0,164011,,,51940,184667,95658,106760,214590.0,141746,148225,176297,101582.0,195851.0,40720,,,draw,2020/21
Southampton,Wolverhampton Wanderers,58376,158534,40146,93100,171771.0,,78056,101178,91047,157882.0,,84939,83283.0,,38533,94147,107613,151589,,171317,114128,200402,19624.0,,247632,73314.0,159533.0,lose,2020/21
Arsenal,Leeds United,80201,98745,226597,58822,41270.0,,223340,182539,209289,184029.0,84450.0,54694,,,437495,66588,55914,105377,221610.0,219961,87873,222694,221399.0,72222.0,106617,,,win,2020/21
Brighton and Hove Albion,Aston Villa,215059,198869,83299,78916,111478.0,,227127,243016,60307,235382.0,,115382,116216.0,,98980,199796,169359,199798,149484.0,230046,122806,114283,110504.0,88894.0,178301,,,draw,2020/21
Manchester City,Tottenham Hotspur,121160,97299,121145,206325,146941.0,,59859,220566,165809,,,103955,205651.0,209244.0,37915,173904,93264,199584,115556.0,132015,85971,62974,95715.0,231372.0,78830,,,win,2020/21
Everton,Fulham,111782,194164,101188,198826,59949.0,,55422,121599,120250,173807.0,,212319,60025.0,,84182,167074,109646,174874,159506.0,153366,126187,151086,219352.0,,96994,195480.0,,lose,2020/21
Chelsea,Newcastle United,109745,102380,135363,41328,,,82263,85955,91651,209046.0,,173879,165153.0,184341.0,59735,58845,101148,194799,111773.0,50232,153127,200089,,,170137,179018.0,104547.0,win,2020/21
West Ham United,Sheffield United,37096,55459,60232,219924,,,164555,215439,222018,204480.0,,86934,109322.0,178186.0,225321,40386,108416,199598,,63426,153723,79934,226182.0,167878.0,18867,27436.0,,win,2020/21
Everton,Manchester City,111234,194164,106611,164511,198826.0,,101188,121599,153133,173807.0,,212319,55422.0,,121160,58621,171314,121145,146941.0,220566,165809,209244,,,103955,205651.0,103025.0,lose,2020/21
Burnley,Fulham,98747,68983,103914,17761,41674.0,,40145,60586,433154,60551.0,,44683,44699.0,,84182,167074,109646,174874,159506.0,153366,126187,151086,219352.0,,96994,195480.0,,draw,2020/21
Burnley,West Bromwich Albion,98747,68983,103914,17761,51927.0,,40145,172782,433154,60551.0,,44683,81183.0,,101982,176420,108053,59940,146426.0,50229,210407,232787,154043.0,101394.0,164011,,,draw,2020/21
Southampton,Chelsea,58376,40146,93100,450527,171771.0,,78056,101178,157882,431131.0,,84939,83283.0,,228286,102380,103192,41328,,82263,116594,91651,225796.0,,173879,165153.0,184341.0,draw,2020/21
Wolverhampton Wanderers,Leeds United,38533,94147,107613,151589,,,171317,114128,200402,19624.0,,247632,73314.0,159533.0,437495,66588,55914,87873,222694.0,219961,221399,72222,221610.0,,106617,173821.0,,win,2020/21
Arsenal,Manchester City,80201,98745,192895,156074,92371.0,,223340,184029,195735,153256.0,84450.0,54694,,,121160,171314,97299,121145,206325.0,59859,61366,27789,,,103955,165809.0,103025.0,lose,2020/21
Aston Villa,Leicester City,98980,169359,199798,149484,37339.0,,230046,122806,110504,88894.0,193488.0,178301,,,17745,218031,37642,166477,244619.0,201666,166989,172780,111931.0,203341.0,101668,,,lose,2020/21
West Ham United,Tottenham Hotspur,37096,55459,164555,60232,219924.0,,217593,109322,178186,215439.0,204480.0,57531,,,37915,199249,173904,93264,199584.0,132015,85971,62974,95715.0,231372.0,78830,,,win,2020/21
Fulham,Sheffield United,84182,109646,174874,169528,159506.0,,153366,126187,166324,219352.0,203325.0,195480,,,225321,7645,199598,109638,,82691,63426,47247,40386.0,153723.0,169432,18867.0,,win,2020/21
Liverpool,Everton,116535,56979,438277,122798,169187.0,,41733,61558,206915,,,92217,110979.0,118748.0,111234,194164,106611,101188,198826.0,121599,120250,173807,,,212319,60025.0,,lose,2020/21
Manchester United,Newcastle United,51940,184667,95658,106760,214590.0,,141746,176297,101582,200617.0,62398.0,148225,,,59735,58845,101148,194799,111773.0,50232,153127,179018,200089.0,,180974,170137.0,,win,2020/21
Leeds United,Southampton,437495,55914,149915,222694,,,66588,173821,87873,72222.0,,106617,219961.0,221399.0,58376,40146,93100,450527,171771.0,78056,101178,91047,203389.0,,200439,83283.0,,win,2020/21
Brighton and Hove Albion,Crystal Palace,215059,198869,83299,78916,111478.0,,227127,243016,60307,235382.0,,115382,116216.0,,40836,55494,55037,19419,244723.0,66975,232413,173954,,,80146,60252.0,231747.0,lose,2020/21
Tottenham Hotspur,Wolverhampton Wanderers,37915,199249,55605,93264,199584.0,,132015,85971,36903,200826.0,108823.0,78830,,,38533,441271,94147,200402,107613.0,222531,437858,19624,151589.0,159533.0,449988,,,win,2020/21
Crystal Palace,Aston Villa,105666,55494,55037,19419,244723.0,,232413,86417,50472,,,60252,82403.0,54861.0,98980,169359,199798,37339,123354.0,230046,122806,232653,,,178301,110504.0,193488.0,win,2020/21
Brighton and Hove Albion,West Ham United,215059,198869,110735,78916,,,243505,227127,60307,235382.0,,116216,165210.0,50175.0,37096,55459,164555,60232,40669.0,217593,109322,178186,215439.0,204480.0,57531,,,draw,2020/21
Everton,Sheffield United,111234,194164,106611,101188,198826.0,,119765,212319,121599,60025.0,59949.0,177815,,,225321,40386,108416,83427,,82691,63426,47247,79934.0,,27436,167878.0,523700.0,lose,2020/21
Chelsea,Leicester City,228286,102380,51090,225796,,,172850,85955,116594,41328.0,,176413,165153.0,184341.0,17745,444463,218031,166477,,166989,51938,203341,244619.0,,101668,172780.0,168580.0,win,2020/21
Brighton and Hove Albion,Manchester City,215059,198869,110735,78916,,,243505,227127,60307,165210.0,235382.0,243016,50175.0,,121160,171314,97299,121145,206325.0,59859,220566,165809,,,224444,103025.0,209244.0,win,2020/21
Manchester United,Fulham,51940,184667,106760,214590,180804.0,,74208,141746,220688,101582.0,195851.0,40720,,,84182,109646,82514,151086,,153366,96994,101105,203325.0,,166324,219352.0,244858.0,draw,2020/21
Southampton,Leeds United,58376,158534,93100,88900,450527.0,,101178,91047,431131,20467.0,,200439,203389.0,,39790,66588,55914,149915,,105377,87873,80954,155405.0,,106617,219961.0,221399.0,lose,2020/21
Leicester City,Fulham,17745,444463,37642,37402,,,220627,166989,86881,244619.0,,101668,172780.0,106837.0,84182,109646,174874,96994,169528.0,153366,126187,219352,203325.0,,166324,,,lose,2020/21
West Ham United,Aston Villa,37096,55459,166640,40669,,,164555,105717,215439,204480.0,,217593,57531.0,178186.0,98980,199796,169359,199798,149484.0,230046,122806,85242,,,114283,178301.0,148508.0,win,2020/21
Arsenal,Wolverhampton Wanderers,80201,98745,192895,226597,41270.0,,223340,182539,47431,200089.0,84450.0,54694,,,38533,111291,90585,94147,200402.0,247632,200600,19624,151589.0,159533.0,102057,,,lose,2020/21
Everton,Leeds United,111234,194164,106611,198826,,,119765,121599,153133,173807.0,,212319,177815.0,60025.0,437495,66588,193645,55914,87873.0,219961,105377,155405,72222.0,,106617,221399.0,,lose,2020/21
West Bromwich Albion,Sheffield United,101982,59940,146426,41135,,,176420,108053,232787,61600.0,,171975,210407.0,180294.0,225321,40386,108416,109638,,82691,47247,207189,155197.0,79934.0,169432,197937.0,,win,2020/21
Southampton,Manchester United,58376,158534,40146,93100,171771.0,,78056,101178,91047,431131.0,,200439,20467.0,,51940,184667,95658,152590,214590.0,141746,101582,62398,180184.0,,176297,220688.0,,lose,2020/21
Chelsea,Tottenham Hotspur,228286,172850,51090,103192,225796.0,,116594,91651,184341,,,173879,165153.0,124183.0,37915,199249,214225,93264,80226.0,132015,85971,45268,194252.0,231372.0,78830,,,draw,2020/21
Crystal Palace,Newcastle United,40836,57328,74230,19188,19419.0,,55037,60252,232413,50471.0,,80146,86417.0,,59735,58845,194799,57145,109528.0,50232,83314,179018,180135.0,,180974,75115.0,,lose,2020/21
Leeds United,Wolverhampton Wanderers,437495,66588,193645,87873,222694.0,,165808,80954,221399,155405.0,72222.0,106617,,,38533,90585,94147,214048,,247632,200402,107613,19624.0,151589.0,102057,200600.0,,lose,2020/21
Leicester City,Aston Villa,17745,220627,444463,37642,166477.0,,201666,166989,168580,86881.0,106837.0,173515,,,98980,199796,169359,199798,149484.0,230046,122806,114283,148508.0,88894.0,178301,,,lose,2020/21
Tottenham Hotspur,West Ham United,37915,199249,55605,173904,80226.0,,132015,85971,45268,194252.0,231372.0,78830,,,37096,55459,166640,164555,40669.0,217593,178186,215439,204480.0,,57531,,,draw,2020/21
West Bromwich Albion,Burnley,101982,176420,108053,41135,77777.0,,49944,179830,210407,200878.0,232787.0,180294,,,98747,103914,17761,39487,41674.0,60586,172782,433154,60551.0,,60689,44699.0,,draw,2020/21
Sheffield United,Fulham,225321,63426,40386,108416,,,82691,153723,207189,155197.0,79934.0,169432,27436.0,,84182,109646,82514,159506,,76357,166324,203325,169528.0,,128389,126187.0,219352.0,draw,2020/21
Everton,Liverpool,111234,106611,101188,164511,59949.0,,119765,121599,120250,,,212319,177815.0,60025.0,60706,97032,122798,60914,169187.0,116643,61558,56979,,,92217,110979.0,118748.0,draw,2020/21
Crystal Palace,Brighton and Hove Albion,40836,55494,55037,19419,244723.0,,60252,86417,50471,173954.0,,82403,94245.0,,131897,110735,83299,78916,,232792,198869,109345,227127.0,,115382,116216.0,39155.0,draw,2020/21
West Bromwich Albion,Arsenal,101982,176420,216616,146426,41135.0,,50229,179830,232787,61600.0,,171975,210407.0,,80201,98745,192895,156074,92371.0,223340,182539,209289,54694.0,84450.0,59966,,,lose,2020/21
Wolverhampton Wanderers,Everton,38533,448514,94147,200402,107613.0,,171317,19624,151589,,,247632,222531.0,449988.0,111234,194164,106611,164511,198826.0,101188,121599,153133,173807.0,,55422,60025.0,,lose,2020/21
Southampton,Liverpool,40383,158534,40146,88900,171771.0,,101178,91047,431131,240143.0,,84939,20467.0,,116535,116643,56979,122798,169187.0,41733,61558,81880,,,92217,110979.0,118748.0,win,2020/21
Brighton and Hove Albion,Wolverhampton Wanderers,215059,110735,83299,78916,,,198869,109345,227127,111478.0,,233425,115382.0,116216.0,38533,448514,94147,200402,107613.0,247632,171317,437858,19624.0,159533.0,449988,,,draw,2020/21
Burnley,Manchester United,98747,68983,17761,51927,39487.0,,60586,172782,90517,60551.0,,60689,44699.0,,51940,197365,95658,106760,214590.0,74208,141746,148225,176297.0,62398.0,40720,,,lose,2020/21
Everton,Chelsea,111234,194164,106611,164511,198826.0,,119765,55422,121599,,,212319,177815.0,153133.0,228286,172850,51090,103192,225796.0,116594,91651,184341,,,165153,44346.0,219847.0,win,2020/21
Leicester City,Brighton and Hove Albion,17745,444463,37642,37402,,,220627,166989,51938,203341.0,,101668,172780.0,168580.0,131897,198869,83299,78916,111478.0,109345,227127,115382,60307.0,165210.0,50175,,,win,2020/21
Manchester United,Manchester City,51940,184667,95658,106760,214590.0,,74208,141746,220688,101582.0,195851.0,176297,,,121160,58621,171314,97299,121145.0,103955,220566,61366,27789.0,103025.0,205651,,,draw,2020/21
Newcastle United,Leicester City,59735,58845,119471,56983,57145.0,151119.0,180974,179018,180135,223175.0,,75115,,,17745,220627,444463,37642,166477.0,201666,166989,172780,51938.0,203341.0,101668,,,lose,2020/21
Chelsea,Manchester City,228286,172850,51090,103192,41328.0,,116594,91651,184341,,,176413,165153.0,124183.0,164484,171314,97299,121145,206325.0,59859,220566,165809,,,103955,61366.0,209244.0,lose,2020/21
Manchester United,Aston Villa,51940,197365,95658,106760,214590.0,,74208,141746,176297,101582.0,195851.0,148225,,,98980,199796,169359,199798,149484.0,230046,122806,114283,110504.0,193488.0,178301,,,win,2020/21
Everton,West Ham United,111234,194164,164511,198826,59949.0,,212319,55422,121599,100649.0,173807.0,177815,,,32259,55459,164555,60232,40669.0,217593,172841,178186,215439.0,204480.0,103123,,,lose,2020/21
Tottenham Hotspur,Leeds United,37915,87835,55605,93264,115556.0,,132015,85971,157668,194252.0,231372.0,78830,,,437495,66588,105377,87873,222694.0,219961,80954,221399,155405.0,72222.0,106617,,,win,2020/21
Wolverhampton Wanderers,Chelsea,38533,90585,94147,107613,,,111291,171317,200402,151589.0,,247632,200600.0,449988.0,228286,172850,51090,103192,225796.0,116594,184341,219847,,,176413,165153.0,44346.0,win,2020/21
Manchester City,West Bromwich Albion,121160,171314,126184,121145,102826.0,,103955,59859,220566,61366.0,209244.0,205651,,,101982,176420,42427,216616,146426.0,49944,50229,179830,232787.0,61600.0,180294,,,draw,2020/21
Arsenal,Burnley,80201,98745,192895,226597,156074.0,,223340,59966,47431,153256.0,84450.0,54694,,,98747,68983,103914,17761,51927.0,172782,433154,90517,60551.0,,60689,44683.0,,lose,2020/21
West Ham United,Everton,37096,55459,164555,60232,219924.0,,217593,86934,109322,172841.0,215439.0,57531,,,111234,106611,101188,164511,198826.0,119765,55422,59949,173807.0,,212319,177815.0,,lose,2020/21
Manchester City,Chelsea,121160,171314,126184,146941,,,121145,103955,220566,224444.0,102826.0,205651,37572.0,,228286,102380,135363,41328,,82263,116594,243568,225796.0,,176413,165153.0,124183.0,lose,2020/21
Leicester City,Newcastle United,17745,444463,218031,166477,,,166989,51938,111931,203341.0,,101668,172780.0,173515.0,67089,106618,56983,111773,57145.0,50232,179018,200089,,,75115,170137.0,,lose,2020/21
Leeds United,Tottenham Hotspur,437495,66588,105377,149915,222694.0,,193645,173821,87873,221399.0,72222.0,106617,,,37915,199249,55605,93264,80226.0,132015,85971,36903,200826.0,108823.0,78830,,,win,2020/21
Sheffield United,Crystal Palace,225321,40386,108416,109638,,,82691,63426,47247,207189.0,79934.0,197937,27436.0,,40836,55494,55037,19419,244723.0,66975,232413,86417,,,60252,82403.0,54861.0,lose,2020/21
Leicester City,Arsenal,17745,218031,37642,166477,244619.0,,201666,166989,111931,203341.0,,101668,173515.0,,80201,192895,58822,92371,41270.0,209289,47431,195735,153256.0,84450.0,59966,,,lose,2020/21
Tottenham Hotspur,Burnley,37915,199249,55605,173904,80226.0,,132015,85971,36903,95715.0,231372.0,78830,,,98747,68983,103914,17761,51927.0,40145,172782,433154,60551.0,,44683,81183.0,,win,2020/21
Chelsea,Manchester United,228286,102380,135363,41328,,,172850,116594,91651,209046.0,,44346,184341.0,124183.0,51940,184667,95658,106760,214590.0,141746,176297,101582,200617.0,195851.0,220688,,,draw,2020/21
West Bromwich Albion,Wolverhampton Wanderers,101982,216616,59940,146426,,,176420,108053,232787,154043.0,101394.0,210407,164011.0,,38533,448514,94147,200402,107613.0,171317,437858,151589,159533.0,250604.0,449988,,,draw,2020/21
Burnley,West Ham United,98747,68983,103914,17761,51927.0,,40145,172782,433154,60551.0,,60689,81183.0,,37096,55459,164555,60232,219924.0,217593,86934,109322,172841.0,215439.0,57531,,,lose,2020/21
Tottenham Hotspur,Sheffield United,37915,199249,55605,93264,80226.0,,132015,85971,36903,200826.0,108823.0,78830,,,225321,82691,40386,108416,,63426,47247,79934,226182.0,,195473,27436.0,167878.0,win,2020/21
Sheffield United,Liverpool,225321,7645,199598,109638,,,82691,63426,47247,153723.0,79934.0,169432,27436.0,,60706,438277,122798,197464,169187.0,41733,61558,206915,,,92217,110979.0,118748.0,lose,2020/21
Leeds United,Aston Villa,437495,66588,55914,149915,87873.0,,219961,173821,165808,222694.0,72222.0,106617,,,98980,169359,199798,149484,37339.0,122806,184704,232653,,,178301,110504.0,193488.0,lose,2020/21
Everton,Aston Villa,111234,194164,101188,198826,59949.0,,119765,212319,55422,153133.0,120250.0,177815,,,98980,199796,169359,199798,149484.0,230046,122806,110504,88894.0,193488.0,178301,,,lose,2020/21
Newcastle United,Wolverhampton Wanderers,67089,58845,101148,194799,111773.0,,50232,153127,200089,,,180974,170137.0,179018.0,38533,94147,107613,151589,,171317,114128,200402,19624.0,,247632,73314.0,159533.0,draw,2020/21
Crystal Palace,Fulham,40836,55494,74230,55037,19419.0,,66975,80146,60252,232413.0,173954.0,54861,,,84182,167074,109646,174874,159506.0,153366,96994,126187,219352.0,203325.0,195480,,,draw,2020/21
