home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Manchester City,Chelsea,121160,97299,121145,102826,27789.0,,220566,61366,20664,,,103955,37572.0,103025.0,109745,194794,103192,41328,109533.0,85955,116594,91651,,,176413,47431.0,173879.0,win,2019/20
Sheffield United,Manchester United,74854,146610,40386,7645,,,82691,63426,47247,153723.0,79934.0,178304,27436.0,,51940,184667,76359,95658,,156689,101582,214590,232937.0,,148225,176297.0,200617.0,draw,2019/20
Watford,Burnley,9089,60232,20145,41338,54484.0,40868.0,121599,108413,38439,,,94924,73426.0,,98747,103914,17761,51927,17997.0,40145,433154,83314,60551.0,,60689,44699.0,,lose,2019/20
West Ham United,Tottenham Hotspur,40694,55459,40669,219924,81012.0,,56377,101537,18073,204480.0,,18987,103123.0,,102884,55605,173904,80226,115556.0,85971,157668,93264,108823.0,95715.0,78830,,,lose,2019/20
Burnley,Crystal Palace,98747,103914,17761,51927,17997.0,,40145,433154,90517,83314.0,,60689,44699.0,,40836,74230,49413,19188,58786.0,66975,55037,60252,82403.0,50471.0,80146,,,lose,2019/20
Chelsea,West Ham United,109745,194794,103192,225796,109533.0,,176413,85955,91651,49579.0,184341.0,44346,,,19194,55459,166640,40669,81012.0,217593,18987,18073,204480.0,,101537,57531.0,,lose,2019/20
Leicester City,Everton,17745,172850,218031,37642,111931.0,,201666,166989,172780,168580.0,203341.0,101668,,,111234,194164,106611,164511,,55422,101188,102747,173807.0,,212319,177815.0,153133.0,win,2019/20
Liverpool,Brighton and Hove Albion,116535,97032,38454,122798,169187.0,,41733,56979,81880,,,92217,110979.0,118748.0,131897,110735,83299,86153,78916.0,40845,227127,60307,74471.0,66242.0,233425,,,win,2019/20
Manchester United,Aston Villa,51940,184667,95658,214590,232937.0,,43670,176297,156689,101582.0,200617.0,148225,,,21205,203368,169359,199798,149484.0,230046,122806,85242,,,213345,114283.0,193488.0,draw,2019/20
Newcastle United,Manchester City,67089,58845,106618,92159,57145.0,109528.0,50232,170137,153127,179018.0,,180974,,,121160,58621,97299,102826,27789.0,59859,61366,20664,,,103955,205651.0,103025.0,draw,2019/20
Norwich City,Arsenal,20480,232980,113564,198826,192303.0,,193111,90440,78607,128348.0,89470.0,57127,,,80201,69140,101184,41270,111457.0,37605,54694,200089,242166.0,84450.0,59966,,,draw,2019/20
Southampton,Watford,58376,58822,40146,88900,171771.0,,101178,83283,431131,132015.0,,84939,220598.0,,9089,20145,155651,41338,54484.0,121599,108413,38439,,,94924,232185.0,,win,2019/20
Tottenham Hotspur,Bournemouth,102884,55605,39194,173904,80226.0,,85971,93264,45268,108823.0,231372.0,78830,,,225321,56917,126184,154131,171129.0,155408,152551,220307,90105.0,,154566,75115.0,,win,2019/20
Wolverhampton Wanderers,Sheffield United,38533,94147,214048,151589,,,87835,171317,114128,19624.0,,102057,194634.0,159533.0,172649,146610,40386,108416,,82691,63426,47247,153723.0,79934.0,178304,27436.0,,draw,2019/20
Arsenal,Brighton and Hove Albion,80201,98745,39476,41270,111457.0,,37605,198849,54694,200089.0,84450.0,59966,,,131897,110735,83299,78916,235382.0,40845,60307,74471,66242.0,,115382,233425.0,,lose,2019/20
Burnley,Manchester City,98747,17761,51927,39487,17997.0,,40145,61603,433154,17349.0,,60689,83314.0,,121160,58621,145235,27789,57410.0,220566,61366,20664,,,103955,205651.0,165809.0,lose,2019/20
Leicester City,Watford,17745,218031,37642,111931,37402.0,,201666,166989,172780,168580.0,203341.0,101668,,,9089,20145,155651,41338,54484.0,121599,108413,232185,38439.0,,94924,41725.0,,win,2019/20
Manchester United,Tottenham Hotspur,51940,184667,95658,18892,214590.0,,176297,109322,101582,200617.0,195851.0,220688,,,102884,55605,39194,173904,80226.0,85971,157668,45268,108823.0,95715.0,78830,,,win,2019/20
Sheffield United,Newcastle United,172649,146610,40386,108416,,,82691,63426,47247,153723.0,79934.0,169432,18867.0,,67089,58845,106618,92159,57145.0,50232,170137,153127,179018.0,,40142,,,lose,2019/20
Wolverhampton Wanderers,West Ham United,38533,94147,107613,151589,,,87835,171317,114128,19624.0,,102057,194634.0,159533.0,19194,55459,166640,40669,81012.0,217593,18987,18073,204480.0,,101537,103123.0,,win,2019/20
Chelsea,Aston Villa,109745,135363,103192,225796,41328.0,,176413,116594,91651,47431.0,184341.0,173879,,,21205,169359,199798,149484,37339.0,122806,85242,184704,,,213345,114283.0,148508.0,win,2019/20
Crystal Palace,Bournemouth,40836,74230,49413,40784,58786.0,,66975,55037,60252,82403.0,50471.0,80146,,,225321,126184,223911,54469,171129.0,152551,220307,153682,168991.0,,154566,75115.0,,win,2019/20
Liverpool,Everton,60706,97032,38454,122798,169187.0,,41733,15157,110979,39155.0,68312.0,152760,,,111234,194164,106611,101188,164511.0,212319,55422,153133,173807.0,,177815,,,win,2019/20
Southampton,Norwich City,58376,58822,40146,88900,171771.0,,101178,83283,431131,132015.0,,20452,84939.0,,20480,232980,113564,198826,192303.0,193111,90440,78607,128348.0,89470.0,57127,,,win,2019/20
Aston Villa,Leicester City,21205,169359,199798,149484,37339.0,,230046,122806,114283,184704.0,193488.0,213345,,,17745,172850,218031,37642,111931.0,166989,172780,203341,106837.0,,101668,173515.0,,lose,2019/20
Bournemouth,Liverpool,225321,15149,126184,223911,171129.0,,152551,220307,90105,168991.0,,154566,75115.0,,116535,171287,97032,38454,122798.0,15157,175592,56979,,,92217,118748.0,81880.0,lose,2019/20
Brighton and Hove Albion,Wolverhampton Wanderers,131897,110735,83299,78916,235382.0,,40845,74471,66242,,,115382,116216.0,60307.0,38533,94147,107613,151589,,87835,171317,114128,19624.0,,102057,194634.0,159533.0,draw,2019/20
Everton,Chelsea,111234,194164,106611,101188,102747.0,,55422,20467,153133,42774.0,,212319,177815.0,,109745,135363,103192,225796,41328.0,176413,116594,91651,47431.0,184341.0,173879,,,win,2019/20
Manchester City,Manchester United,121160,58621,97299,145235,27789.0,,220566,61366,20664,,,103955,205651.0,165809.0,51940,184667,95658,106760,214590.0,176297,109322,101582,200617.0,195851.0,148225,,,lose,2019/20
Newcastle United,Southampton,67089,58845,106618,92159,57145.0,109528.0,50232,170137,153127,179018.0,,180974,,,58376,58822,40146,88900,171771.0,101178,83283,431131,132015.0,,20452,84939.0,,win,2019/20
Norwich City,Sheffield United,20480,232980,113564,198826,192303.0,,37614,195546,78607,89470.0,18665.0,57127,,,172649,146610,40386,108416,,82691,63426,47247,153723.0,79934.0,178304,27436.0,,lose,2019/20
Watford,Crystal Palace,9089,155651,41338,54484,85624.0,,94924,121599,232185,38439.0,61566.0,41725,,,40836,19419,49413,86417,58786.0,66975,55037,60252,82403.0,50471.0,80146,,,draw,2019/20
West Ham United,Arsenal,19194,55459,166640,40669,81012.0,,217593,18987,18073,204480.0,,101537,57531.0,,80201,192895,39476,154043,101184.0,37605,198849,444145,195735.0,84450.0,54694,,,lose,2019/20
Arsenal,Manchester City,80201,39476,154043,101184,111457.0,,37605,198849,444145,195735.0,242166.0,54694,,,121160,58621,102826,27789,57410.0,103955,59859,220566,61366.0,209244.0,205651,,,lose,2019/20
Burnley,Newcastle United,98747,17761,51927,39487,17997.0,,40145,433154,83314,60551.0,,60689,44699.0,,67089,106618,119471,92159,57145.0,180974,153127,104953,180135.0,,40142,,,win,2019/20
Chelsea,Bournemouth,109745,102380,103192,41328,109533.0,,85955,116594,184341,,,176413,47431.0,173879.0,225321,15149,223911,154131,171129.0,40387,155408,152551,90105.0,168991.0,78007,,,lose,2019/20
Crystal Palace,Brighton and Hove Albion,40836,49413,19188,58786,173954.0,,66975,55037,50471,,,80146,82403.0,54861.0,131897,110735,83299,86153,78916.0,227127,116216,60307,74471.0,66242.0,115382,,,draw,2019/20
Leicester City,Norwich City,17745,172850,218031,37642,111931.0,,166989,172780,203341,106837.0,,101668,173515.0,,20480,232980,113564,198826,192303.0,193111,195546,90440,78607.0,18665.0,57127,,,draw,2019/20
Liverpool,Watford,116535,171287,97032,15157,169187.0,,41733,92217,110979,56979.0,68312.0,118748,,,9089,20145,41338,54484,85624.0,94924,121599,108413,232185.0,38439.0,41725,,,win,2019/20
Manchester United,Everton,51940,184667,95658,106760,214590.0,,176297,109322,101582,200617.0,195851.0,148225,,,111234,106611,101188,164511,59949.0,194164,153133,100649,173807.0,,212319,177815.0,,draw,2019/20
Sheffield United,Aston Villa,172649,146610,40386,108416,,,82691,63426,47247,153723.0,79934.0,178304,27436.0,,21205,203368,169359,108156,123354.0,122806,40564,184704,,,213345,114283.0,193488.0,win,2019/20
Southampton,West Ham United,58376,58822,40146,88900,171771.0,,101178,83283,431131,132015.0,,20452,84939.0,,19194,55459,166640,40669,81012.0,217593,18987,18073,204480.0,,57531,103123.0,,lose,2019/20
Wolverhampton Wanderers,Tottenham Hotspur,38533,94147,107613,151589,,,87835,171317,114128,19624.0,,102057,194634.0,159533.0,102884,55605,39194,173904,80226.0,85971,93264,45268,108823.0,95715.0,78830,,,lose,2019/20
Aston Villa,Southampton,21205,203368,169359,108156,123354.0,,230046,122806,85242,,,213345,114283.0,193488.0,58376,58822,40146,88900,171771.0,101178,83283,91047,132015.0,,20452,84939.0,,lose,2019/20
Bournemouth,Burnley,225321,15149,223911,154131,171129.0,,40387,155408,152551,90105.0,168991.0,78007,,,98747,103914,17761,51927,17997.0,40145,433154,83314,60551.0,,60689,44699.0,,lose,2019/20
Brighton and Hove Albion,Sheffield United,131897,110735,83299,86153,78916.0,,40845,116216,60307,74471.0,66242.0,115382,,,172649,146610,40386,108416,,82691,63426,153723,49083.0,79934.0,169432,27436.0,,lose,2019/20
Everton,Arsenal,111234,194164,101188,164511,102747.0,,41823,55422,153133,173807.0,,212319,177815.0,,80201,154043,101184,41270,223340.0,198849,444145,200641,84450.0,209289.0,54694,,,draw,2019/20
Manchester City,Leicester City,121160,58621,102826,27789,57410.0,,103955,59859,61366,165809.0,103025.0,205651,,,17745,172850,218031,37642,111931.0,201666,166989,172780,168580.0,203341.0,101668,,,win,2019/20
Newcastle United,Crystal Palace,67089,119471,57145,77359,,,106618,50232,153127,109528.0,179018.0,40142,180974.0,,40836,74230,49413,55037,58786.0,66975,50471,50472,,,80146,82403.0,54861.0,win,2019/20
Norwich City,Wolverhampton Wanderers,20480,232980,113564,83428,192303.0,,193111,195546,90440,78607.0,18665.0,57127,,,38533,94147,107613,151589,,87835,171317,114128,19624.0,,102057,194634.0,159533.0,lose,2019/20
Tottenham Hotspur,Chelsea,102884,55605,39194,173904,80226.0,,93264,45268,108823,,,85971,78830.0,95715.0,109745,102380,194794,103192,,82263,116594,91651,41328.0,,47431,173879.0,184341.0,lose,2019/20
Watford,Manchester United,9089,20145,41338,54484,85624.0,,94924,121599,108413,232185.0,38439.0,41725,,,51940,184667,95658,106760,214590.0,176297,109322,101582,200617.0,195851.0,148225,,,win,2019/20
West Ham United,Liverpool,37096,55459,40669,219924,105717.0,232391.0,86934,18987,18073,204480.0,,103123,,,116535,171287,97032,122798,169187.0,41733,56979,81880,,,92217,118748.0,152760.0,lose,2019/20
Aston Villa,Norwich City,21205,169359,199798,37339,123354.0,,230046,114283,148508,184704.0,193488.0,213345,,,20480,232980,113564,83428,192303.0,193111,195546,90440,78607.0,18665.0,57127,,,win,2019/20
Bournemouth,Arsenal,225321,56917,223911,154131,222434.0,,40387,155408,152551,90105.0,78007.0,75115,,,80201,39476,154043,41270,223340.0,37605,198849,54694,200641.0,84450.0,59966,,,draw,2019/20
Chelsea,Southampton,109745,102380,194794,103192,,,85955,116594,41328,109533.0,,47431,173879.0,209046.0,58376,58822,40146,88900,171771.0,101178,83283,91047,132015.0,,200439,220598.0,,lose,2019/20
Crystal Palace,West Ham United,40836,74230,49413,40784,58786.0,,66975,141020,55037,82403.0,50471.0,80146,,,40694,55459,166640,20658,40669.0,217593,18987,18073,204480.0,,57531,103123.0,,win,2019/20
Everton,Burnley,111234,194164,164511,59949,,,41823,55422,101188,102747.0,,212319,177815.0,100649.0,98747,103914,17761,51927,17997.0,40145,433154,90517,60551.0,,60689,44683.0,,win,2019/20
Leicester City,Liverpool,17745,172850,218031,37642,111931.0,,201666,166989,172780,203341.0,106837.0,101668,,,116535,171287,97032,122798,169187.0,41733,175592,56979,,,92217,110979.0,118748.0,lose,2019/20
Manchester United,Newcastle United,51940,184667,95658,106760,214590.0,,176297,220688,156689,101582.0,195851.0,148225,,,67089,119471,57145,77359,,223175,92159,109528,179018.0,180135.0,180974,104547.0,,win,2019/20
Sheffield United,Watford,172649,146610,40386,108416,,,82691,63426,47247,153723.0,79934.0,169432,27436.0,,9089,20145,41338,54484,85624.0,94924,89085,108413,232185.0,38439.0,41725,,,draw,2019/20
Tottenham Hotspur,Brighton and Hove Albion,102884,55605,39194,173904,,,157668,45268,184349,80226.0,,78830,108823.0,95715.0,131897,61933,110735,78916,,40845,74375,209362,235382.0,,60307,74471.0,233425.0,win,2019/20
Wolverhampton Wanderers,Manchester City,38533,94147,107613,151589,,,87835,171317,114128,19624.0,,102057,194634.0,159533.0,121160,58621,102826,27789,57410.0,103955,220566,61366,165809.0,103025.0,37572,,,win,2019/20
Arsenal,Chelsea,80201,154043,101184,41270,223340.0,,37605,198849,54694,200641.0,242166.0,59966,,,109745,102380,194794,103192,,116594,91651,41328,109533.0,,47431,184341.0,173879.0,lose,2019/20
Brighton and Hove Albion,Bournemouth,131897,61933,83299,86153,78916.0,,227127,116216,165210,74471.0,66242.0,115382,,,225321,56917,223911,154131,171129.0,40387,56872,153682,168991.0,,154566,78007.0,,win,2019/20
Burnley,Manchester United,98747,103914,17761,51927,17997.0,,40145,433154,83314,60551.0,,60689,44699.0,,51940,184667,95658,18892,232937.0,176297,156689,101582,200617.0,62398.0,148225,,,lose,2019/20
Liverpool,Wolverhampton Wanderers,116535,171287,97032,122798,169187.0,,41733,92217,110979,56979.0,39155.0,118748,,,38533,41727,94147,214048,,171317,114128,19624,216054.0,151589.0,247632,194634.0,,win,2019/20
Manchester City,Sheffield United,33148,58621,206325,27789,432656.0,,220566,61366,165809,,,103955,37572.0,103025.0,172649,146610,40386,108416,,82691,63426,47247,79934.0,87447.0,178304,171975.0,,win,2019/20
Newcastle United,Everton,67089,119471,57145,77359,,,50232,153127,92159,151119.0,179018.0,40142,180974.0,,111234,194164,12745,106611,102747.0,212319,55422,20467,173807.0,,177815,242058.0,,lose,2019/20
Norwich City,Tottenham Hotspur,20480,232980,83428,192303,194799.0,,37614,195546,71738,89470.0,18665.0,57127,,,102884,55605,39194,234908,,200826,184349,80607,80226.0,231372.0,78830,108823.0,,draw,2019/20
Southampton,Crystal Palace,58376,58822,40146,88900,171771.0,,101178,83283,128198,132015.0,,84939,200439.0,,40836,49413,40784,58786,173954.0,66975,141020,82403,50471.0,50472.0,80146,,,draw,2019/20
Watford,Aston Villa,9089,20145,41338,54484,85624.0,,94924,121599,108413,232185.0,38439.0,41725,,,21205,169359,199798,37339,123354.0,230046,40564,114283,85242.0,89274.0,213345,,,win,2019/20
West Ham United,Leicester City,37096,166640,219924,81012,105717.0,,217593,101537,86934,42824.0,204480.0,103123,,,17745,220627,15033,37642,37402.0,172632,51938,86881,197469.0,,173515,168580.0,,lose,2019/20
Arsenal,Manchester United,80201,39476,154043,41270,111457.0,,37605,198849,54694,195735.0,84450.0,59966,,,51940,184667,95658,106760,214590.0,176297,109322,101582,200617.0,62398.0,148225,,,win,2019/20
Brighton and Hove Albion,Chelsea,131897,110735,83299,86153,78916.0,,227127,74471,66242,235382.0,,115382,116216.0,,109745,102380,103192,225796,41328.0,85955,116594,184341,,,176413,47431.0,173879.0,draw,2019/20
Burnley,Aston Villa,98747,103914,17761,51927,17997.0,,40145,433154,90517,60551.0,,60689,44699.0,,21205,199798,149484,123354,,203368,47390,230046,184704.0,,213345,114283.0,148508.0,lose,2019/20
Liverpool,Sheffield United,116535,171287,97032,122798,169187.0,,41733,15157,56979,,,92217,110979.0,118748.0,172649,146610,40386,108416,,82691,63426,47247,153723.0,79934.0,178304,27436.0,,win,2019/20
Manchester City,Everton,33148,220566,27789,432656,,,121145,59859,61366,102826.0,,205651,103025.0,209244.0,111234,194164,164511,59949,,41823,55422,101188,102747.0,173807.0,212319,177815.0,,win,2019/20
Newcastle United,Leicester City,67089,119471,57145,77359,,,50232,153127,92159,109528.0,,180974,179018.0,196118.0,17745,218031,37642,37402,,172850,166989,172780,111931.0,203341.0,173515,168580.0,,lose,2019/20
Norwich City,Crystal Palace,20480,232980,113564,83428,192303.0,,37614,193111,195546,78607.0,18665.0,57127,,,40836,49413,40784,58786,173954.0,66975,141020,82403,50471.0,50472.0,80146,,,draw,2019/20
Southampton,Tottenham Hotspur,58376,58822,40146,88900,171771.0,,101178,91047,431131,132015.0,,84939,83283.0,,102884,55605,39194,184349,80226.0,45268,108823,80607,95715.0,231372.0,78830,,,win,2019/20
Watford,Wolverhampton Wanderers,9089,60232,41338,54484,85624.0,,94924,89085,121599,232185.0,38439.0,41725,,,38533,41727,94147,107613,,87835,114128,19624,151589.0,,247632,102057.0,159533.0,win,2019/20
West Ham United,Bournemouth,37096,55459,166640,40669,81012.0,,217593,18987,18073,204480.0,,101537,103123.0,,225321,15149,56917,223911,171129.0,40387,155408,152551,,,154566,75115.0,153682.0,win,2019/20
Aston Villa,Manchester City,98770,47390,199798,149484,37339.0,123354.0,61603,230046,85242,,,114283,193488.0,,121160,97299,121145,102826,27789.0,220566,61366,20664,,,205651,37572.0,103025.0,lose,2019/20
Bournemouth,Watford,229600,15149,56917,126184,54469.0,,40387,152551,153682,90105.0,,154566,75115.0,,9089,60232,20145,155651,41338.0,94924,89085,121599,232185.0,38439.0,41725,,,lose,2019/20
Chelsea,Burnley,109745,102380,135363,225796,41328.0,,85955,88894,184341,,,47431,173879.0,209046.0,98747,68983,103914,17761,51927.0,40145,433154,60551,17349.0,,60689,83314.0,,win,2019/20
Crystal Palace,Arsenal,40836,19419,49413,58786,173954.0,,141020,55037,82403,50471.0,50472.0,80146,,,80201,39476,154043,41270,111457.0,37605,198849,54694,195735.0,84450.0,59966,,,draw,2019/20
Everton,Brighton and Hove Albion,111234,194164,106611,101188,102747.0,,55422,20467,100649,173807.0,,212319,177815.0,,131897,61933,110735,83299,,40845,86153,66242,209362.0,,115382,116216.0,165210.0,win,2019/20
Leicester City,Southampton,17745,172850,218031,37642,111931.0,,201666,172780,168580,106837.0,197469.0,101668,,,58376,58822,40146,88900,171771.0,101178,83283,91047,132015.0,,20452,84939.0,,lose,2019/20
Manchester United,Norwich City,51940,184667,95658,214590,232937.0,,43670,176297,156689,101582.0,62398.0,148225,,,20480,232980,113564,83428,192303.0,37614,193111,195546,78607.0,18665.0,432735,,,win,2019/20
Sheffield United,West Ham United,172649,146610,40386,108416,,,82691,63426,47247,153723.0,79934.0,169432,27436.0,,37096,55459,166640,40669,,20658,18073,105717,204480.0,,101537,86934.0,103123.0,win,2019/20
Tottenham Hotspur,Liverpool,102884,38290,55605,173904,199584.0,,85971,157668,80607,80226.0,,108823,95715.0,,116535,171287,97032,122798,169187.0,41733,56979,81880,,,92217,110979.0,118748.0,lose,2019/20
Wolverhampton Wanderers,Newcastle United,38533,94147,107613,151589,,,87835,171317,114128,19624.0,,247632,102057.0,159533.0,67089,58845,106618,153127,92159.0,223175,180974,179018,180135.0,,104547,,,draw,2019/20
Arsenal,Sheffield United,80201,154043,69140,41270,223340.0,,37605,444145,198849,195735.0,84450.0,59966,,,172649,146610,40386,108416,,82691,63426,47247,153723.0,79934.0,169432,178304.0,,draw,2019/20
Brighton and Hove Albion,Aston Villa,131897,110735,83299,209362,235382.0,,40845,116216,74471,66242.0,,115382,233425.0,,8432,199798,149484,123354,,203368,169359,61603,184704.0,,114283,148508.0,193488.0,draw,2019/20
Burnley,Leicester City,98747,103914,17761,51927,17997.0,,40145,433154,83314,60551.0,,60689,44683.0,,17745,218031,37642,111931,37402.0,201666,172780,168580,86881.0,106837.0,101668,,,win,2019/20
Liverpool,Manchester United,116535,171287,97032,122798,169187.0,,41733,56979,81880,,,92217,110979.0,118748.0,51940,184667,95658,106760,,101582,214590,62398,232937.0,,148225,156689.0,200617.0,win,2019/20
Manchester City,Crystal Palace,121160,97299,121145,102826,27789.0,,59859,61366,20664,,,103955,37572.0,165809.0,40836,19419,49413,58786,173954.0,55037,80146,82403,50471.0,50472.0,66838,,,draw,2019/20
