id,name,season,defence_clean sheets,defence_goals conceded,defence_tackles,defence_tackle success %,defence_last man tackles,defence_blocked shots,defence_interceptions,defence_clearances,defence_headed clearance,defence_clearances off line,defence_recoveries,defence_duels won,defence_duels lost,defence_successful 50/50s,defence_aerial battles won,defence_aerial battles lost,defence_own goals,defence_errors leading to goal,teamplay_goals,teamplay_assists,teamplay_passes,teamplay_passes per match,teamplay_big chances created,teamplay_crosses,teamplay_cross accuracy %,teamplay_through balls,teamplay_accurate long balls,discipline_yellow cards,discipline_red cards,discipline_fouls,discipline_offsides,attack_goals,attack_goals per match,attack_headed goals,attack_goals with right foot,attack_goals with left foot,attack_penalties scored,attack_freekicks scored,attack_shots,attack_shots on target,attack_shooting accuracy %,attack_hit woodwork,attack_big chances missed,goalkeeping_saves,goalkeeping_penalties saved,goalkeeping_punches,goalkeeping_high claims,goalkeeping_catches,goalkeeping_sweeper clearances,goalkeeping_throw outs,goalkeeping_goal kicks
p124165,Patrick Roberts,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p122798,Andrew Robertson,2018/19,19,20,80,61,0,3,30,47,23,0,222,148,120,28,24,29,0,0,0,11,"2,396",66.56,15,135,16,2,80,4,0,18,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
p92217,Roberto Firmino,2018/19,0,0,37,0,0,29,7,11,9,0,0,0,0,0,0,0,0,0,0,8,"1,161",30.55,10,9,0,0,0,0,0,29,6,9,0.24,3,3,3,0,0,99,39,39,4,20,0,0,0,0,0,0,0,0
p56983,Matt Ritchie,2018/19,0,0,70,63,0,13,51,61,32,0,171,155,183,15,35,65,0,0,0,8,"1,100",30.56,8,259,26,5,59,9,0,55,1,2,0.06,0,0,2,1,0,41,10,24,0,3,0,0,0,0,0,0,0,0
p171129,Diego Rico,2018/19,0,19,14,64,0,3,14,17,7,0,47,36,31,4,7,9,0,0,0,0,285,23.75,2,39,28,0,8,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p212319,Richarlison,2018/19,0,0,49,0,0,26,16,39,29,0,0,0,0,0,0,0,0,0,0,1,793,22.66,2,47,0,0,0,5,1,32,17,13,0.37,2,7,4,0,0,83,29,35,2,8,0,0,0,0,0,0,0,0
p204480,Declan Rice,2018/19,0,0,98,61,0,4,52,54,22,0,287,185,136,26,55,42,0,0,0,0,"1,518",44.65,1,3,0,2,98,4,0,17,1,2,0.06,1,1,0,0,0,22,5,23,1,2,0,0,0,0,0,0,0,0
p73459,Jazz Richards,2018/19,0,4,0,0,0,0,2,5,1,0,4,0,2,0,0,1,0,0,0,0,26,6.5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p111931,Ricardo Pereira,2018/19,10,45,118,56,0,10,60,106,55,0,216,300,244,68,66,75,0,0,0,6,"1,532",43.77,10,104,14,3,43,7,0,41,2,2,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
p208987,Jeff Reine-Adélaïde,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48717,Winston Reid,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p153366,Harrison Reed,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p82514,Tim Ream,2018/19,5,49,23,61,0,0,24,77,36,1,111,84,74,6,47,43,0,1,0,0,"1,053",40.5,0,1,0,0,37,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p83283,Nathan Redmond,2018/19,0,0,45,49,0,27,20,21,8,0,171,190,274,92,25,64,0,0,0,4,"1,125",29.61,7,75,28,6,48,3,0,29,15,6,0.16,0,5,0,0,0,74,22,30,4,6,0,0,0,0,0,0,0,0
p230127,Percy Tau,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p114093,Matthew Pennington,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p194401,Adalberto Peñaranda,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p38716,Lee Peltier,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p167541,Jack Payne,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p49579,Pedro,2018/19,0,0,27,0,0,8,18,8,2,0,0,0,0,0,0,0,0,0,0,2,"1,066",34.39,6,61,0,0,0,2,0,17,8,8,0.26,0,4,4,0,0,57,25,44,0,2,0,0,0,0,0,0,0,0
p164570,Mario Pasalic,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p122797,Callum Paterson,2018/19,0,0,21,0,0,11,8,28,16,0,0,0,0,0,0,0,0,0,0,1,552,20.44,4,23,0,0,0,4,0,41,10,4,0.15,1,2,1,0,0,41,8,20,1,3,0,0,0,0,0,0,0,0
p179829,Josh Pask,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p39476,Sokratis Papastathopoulos,2018/19,5,33,42,60,1,2,26,108,43,0,102,127,98,6,56,45,0,0,0,2,"1,387",55.48,2,0,0,1,102,12,0,37,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p56827,Costel Pantilimon,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p160190,Kasey Palmer,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p168301,Erik Palmer-Brown,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p37605,Mesut Özil,2018/19,0,0,12,42,0,3,4,4,2,0,82,60,85,21,5,13,0,0,0,2,"1,118",46.58,3,42,43,7,29,2,0,10,10,5,0.21,0,0,5,0,0,11,6,55,1,1,0,0,0,0,0,0,0,0
p81880,Alex Oxlade-Chamberlain,2018/19,0,0,1,100,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,13,6.5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,100,0,1,0,0,0,0,0,0,0,0
p173792,Reece Oxford,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48844,David Ospina,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p57410,Nicolás Otamendi,2018/19,9,7,24,58,0,1,29,55,23,0,70,70,35,2,41,25,0,1,0,0,"1,245",69.17,0,1,0,0,47,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p209413,Jordi Osei-Tutu,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p152760,Divock Origi,2018/19,0,0,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,108,9.0,0,5,0,0,0,0,0,2,3,3,0.25,2,1,0,0,0,13,6,46,1,1,0,0,0,0,0,0,0,0
p229273,Henry Onyekuru,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40808,Prince Alban Oniangué,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p78412,Shinji Okazaki,2018/19,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,94,4.48,0,0,0,0,0,0,0,6,3,0,0.0,0,0,0,0,0,5,4,80,0,2,0,0,0,0,0,0,0,0
p141921,Sheyi Ojo,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20046,Stefano Okaka,2018/19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7.0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
p101065,Phil Ofosu-Ayeh,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p444181,Nnamdi Ofoborh,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p72681,Denis Odoi,2018/19,3,62,48,71,0,1,42,144,59,0,191,150,116,16,55,53,1,0,0,1,"1,332",42.97,1,13,31,2,68,4,0,37,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p41792,Aaron Ramsey,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p176297,Marcus Rashford,2018/19,0,0,24,0,0,15,3,24,13,0,0,0,0,0,0,0,0,0,0,6,666,20.18,7,55,0,0,0,3,1,26,15,10,0.3,0,9,1,0,1,84,40,48,0,16,0,0,0,0,0,0,0,0
p225321,Aaron Ramsdale,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p232797,Kayne Ramsay,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p205102,Ramadan Sobhi,2018/19,0,0,1,100,0,0,1,0,0,0,8,7,9,2,3,1,0,0,0,0,43,10.75,0,3,33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p104073,Joe Ralls,2018/19,0,0,45,51,0,13,29,28,10,0,141,93,106,5,33,40,0,0,0,0,778,27.79,5,77,31,1,81,4,1,29,1,0,0.0,0,0,0,0,0,23,3,13,0,1,0,0,0,0,0,0,0,0
p163776,Erdal Rakip,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p217989,Rafael Camacho,2018/19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p84112,Collin Quaner,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8.5,0,0,0,0,0,0,0,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p219929,Rafa Mir,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19197,Jason David Ian Puncheon,2018/19,0,0,8,63,0,3,4,8,2,0,23,21,38,5,6,6,0,0,0,0,212,19.27,2,9,22,1,12,1,0,12,1,0,0.0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
p20037,Marc Pugh,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p176413,Christian Pulisic,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p66242,Davy Pröpper,2018/19,0,0,50,56,0,2,53,33,12,0,192,134,139,30,37,26,0,0,0,1,"1,213",40.43,2,16,13,2,74,2,0,33,1,1,0.03,0,1,0,0,0,15,2,13,1,1,0,0,0,0,0,0,0,0
p41945,Sebastian Prödl,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p106450,Alex Pritchard,2018/19,0,0,36,67,0,16,17,7,2,0,127,130,154,29,14,35,0,0,0,0,896,29.87,2,78,22,1,29,2,0,13,7,2,0.07,0,0,2,0,0,47,13,28,0,0,0,0,0,0,0,0,0,0
p209697,Iker Pozo,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p195860,Joe Powell,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p433145,Pote,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p215460,Ian Poveda-Ocampo,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p98747,Nick Pope,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p74208,Paul Pogba,2018/19,0,0,47,64,0,29,18,36,25,0,218,234,259,60,59,61,0,0,0,9,"2,068",59.09,7,28,11,15,165,6,0,54,5,13,0.37,1,11,1,7,0,105,50,48,3,7,0,0,0,0,0,0,0,0
p174308,Julio Pleguezuelo,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40451,Anthony Pilkington,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p111234,Jordan Pickford,2018/19,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"1,118",29.42,0,0,0,0,285,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,94,3,13,11,3,15,152,291
p40833,Jérémy Pied,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p197464,Nathaniel Phillips,2018/19,7,12,24,63,0,3,22,82,44,2,97,134,84,2,100,50,0,0,0,1,"1,199",63.11,1,1,0,0,53,2,0,21,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p155851,Lucas Pérez,2018/19,0,0,6,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,143,9.53,1,2,0,0,0,0,0,5,3,3,0.2,0,1,2,0,0,9,3,33,0,0,0,0,0,0,0,0,0,0
p432808,Pedro Pereira,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p59779,Pedro Obiang,2018/19,0,0,41,56,0,6,12,15,5,0,73,74,65,7,16,20,0,0,0,1,536,22.33,2,7,29,2,49,0,0,13,2,0,0.0,0,0,0,0,0,15,1,7,1,0,0,0,0,0,0,0,0,0
p220598,Michael Obafemi,2018/19,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3.0,1,1,0,0,0,1,0,2,1,1,0.17,0,1,0,0,0,7,3,43,0,3,0,0,0,0,0,0,0,0
p199404,Tashan Oakley-Boothe,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p53582,Stuart O'Keefe,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p243345,Lewis O'Brien,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p79934,Oliver Norwood,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p179276,Mathias Normann,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p168399,Will Norris,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p124496,Magnus Norman,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p43626,Håvard Nordtveit,2018/19,0,10,9,44,0,0,8,14,3,0,25,16,8,1,4,2,0,1,0,1,225,45.0,0,0,0,0,21,0,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p174594,Lukas Nmecha,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p18073,Mark Noble,2018/19,0,0,47,55,0,5,21,12,2,0,189,107,111,14,8,8,0,0,0,5,"1,507",48.61,2,23,22,10,136,6,1,23,1,5,0.16,0,4,1,4,0,17,8,47,0,0,0,0,0,0,0,0,0,0
p168566,Georges-Kévin Nkoudou,2018/19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3.0,1,2,50,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p205533,Eddie Nketiah,2018/19,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,4.0,0,0,0,0,0,0,0,1,2,1,0.2,0,0,1,0,0,3,1,33,0,0,0,0,0,0,0,0,0,0
p193101,Vashon Neufville,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p113688,Oumar Niasse,2018/19,0,0,12,0,0,7,2,7,5,0,0,0,0,0,0,0,0,0,0,0,189,10.5,1,5,0,0,0,0,0,11,10,0,0.0,0,0,0,0,0,20,7,35,1,5,0,0,0,0,0,0,0,0
p200641,Reiss Nelson,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p173804,Layton Ndukwu,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p144660,Didier Ndong,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p222096,Mikael Ndjoli,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p203341,Wilfred Ndidi,2018/19,0,0,143,69,0,12,83,80,41,0,324,328,251,35,131,106,0,0,0,0,"1,984",52.21,2,12,0,6,90,8,0,46,2,2,0.05,0,1,1,0,0,55,9,16,2,3,0,0,0,0,0,0,0,0
p220166,Marc Navarro,2018/19,0,2,4,50,0,0,0,2,0,0,4,5,4,1,0,2,0,0,0,0,23,11.5,0,5,20,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p38411,Nacho Monreal,2018/19,5,24,35,49,0,1,31,54,27,1,101,99,71,7,36,39,0,0,0,3,"1,168",53.09,4,28,14,0,30,5,0,17,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28554,Samir Nasri,2018/19,0,0,0,0,0,1,1,1,1,0,9,4,6,2,0,1,0,0,0,2,155,31.0,1,3,33,0,7,0,0,3,3,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
p49688,Alfred N'Diaye,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p196118,Yoshinori Muto,2018/19,0,0,8,0,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,113,6.65,0,4,0,0,0,1,0,13,2,1,0.06,0,0,1,0,0,6,3,50,0,2,0,0,0,0,0,0,0,0
p69140,Shkodran Mustafi,2018/19,5,40,62,73,0,1,58,161,106,1,116,200,119,8,123,62,0,1,0,0,"1,765",56.94,0,11,9,4,98,9,0,42,4,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p90714,Ahmed Musa,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p171162,Charly Musonda,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20529,Glenn Murray,2018/19,0,0,17,0,0,10,2,16,9,0,0,0,0,0,0,0,0,0,0,1,606,15.95,2,8,0,0,0,5,0,80,38,13,0.34,2,10,1,4,0,54,21,39,1,6,0,0,0,0,0,0,0,0
p114245,Josh Murphy,2018/19,0,0,26,65,0,11,11,8,0,0,89,128,156,37,11,33,0,0,0,2,308,10.62,5,74,19,4,13,2,0,14,10,3,0.1,1,2,0,0,0,46,15,33,2,4,0,0,0,0,0,0,0,0
p232917,Arijanet Muric,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p209420,Joy Mukena,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p178304,Lys Mousset,2018/19,0,0,3,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,121,5.04,0,3,0,0,0,1,0,7,4,1,0.04,0,1,0,0,0,12,7,58,0,3,0,0,0,0,0,0,0,0
p49013,Victor Moses,2018/19,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,13,6.5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p169141,Steve Mounié,2018/19,0,0,9,0,0,11,5,15,11,0,0,0,0,0,0,0,0,0,0,3,557,17.97,2,9,0,0,0,1,1,32,15,2,0.06,1,0,1,0,0,61,23,38,2,7,0,0,0,0,0,0,0,0
p49982,Sean Morrison,2018/19,9,63,35,49,0,3,52,200,104,2,152,288,166,8,226,116,0,1,0,3,737,21.68,3,5,0,0,36,6,0,32,9,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
