home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
West Bromwich Albion,Crystal Palace,101982,59940,146426,41135,-1,-1,50229,232787,176420,61600,-1,179830,210407,180294,40836,74230,55037,57328,19419,232413,66975,86417,50471,-1,82403,54861,-1,lose,2020/21
Chelsea,Leeds United,228286,51090,225796,103192,172850,-1,219847,116594,184341,-1,-1,165153,124183,44346,437495,66588,55914,193645,105377,219961,221399,87873,155405,-1,106617,72222,-1,win,2020/21
Liverpool,Wolverhampton Wanderers,200720,122798,116643,60914,215136,-1,206915,56979,41733,-1,-1,110979,118748,92217,38533,200402,94147,90585,111291,171317,19624,151589,-1,-1,247632,159533,200600,win,2020/21
West Ham United,Manchester United,37096,55459,40669,166640,-1,-1,105717,204480,164555,215439,-1,178186,217593,103123,172649,152590,95658,214590,184667,180184,74208,195851,220688,148225,40720,-1,-1,lose,2020/21
Wolverhampton Wanderers,Aston Villa,38533,200402,94147,111291,107613,-1,247632,151589,19624,159533,200600,449988,-1,-1,98980,149484,199796,199798,169359,122806,230046,232653,-1,-1,178301,114283,110504,lose,2020/21
Newcastle United,West Bromwich Albion,59735,194799,58845,111773,153127,-1,56983,179018,50232,180135,-1,75115,180974,-1,101982,216616,146426,41135,-1,50229,200878,232787,176420,61600,171975,180294,-1,win,2020/21
Leeds United,West Ham United,437495,55914,105377,87873,66588,-1,219961,155405,80954,72222,221399,106617,-1,-1,37096,55459,40669,166640,164555,178186,204480,172841,217593,215439,103123,-1,-1,lose,2020/21
West Ham United,West Bromwich Albion,37096,55459,164555,40669,60232,-1,215439,204480,86934,172841,178186,57531,-1,-1,101982,42427,216616,59940,146426,49957,232787,49944,61600,-1,171975,210407,-1,win,2020/21
Leicester City,Chelsea,17745,444463,166477,37642,220627,-1,172780,201666,166989,51938,203341,101668,-1,-1,228286,225796,172850,51090,102380,219847,176413,91651,209046,184341,173879,-1,-1,win,2020/21
Fulham,Manchester United,84182,109646,174874,159506,-1,-1,153366,167074,101105,203325,-1,166324,126187,219352,51940,214590,106760,197365,95658,220688,74208,141746,101582,148225,40720,-1,-1,lose,2020/21
Manchester City,Aston Villa,121160,121145,171314,97299,58621,-1,220566,61366,59859,-1,-1,103955,209244,165809,98980,149484,199796,199798,169359,88894,114283,230046,122806,110504,178301,-1,-1,win,2020/21
Liverpool,Burnley,116535,60914,122798,169187,116643,-1,61558,41733,68312,-1,-1,81880,110979,152760,98747,17761,51927,68983,103914,433154,172782,90517,60551,-1,60689,44699,-1,lose,2020/21
Aston Villa,Newcastle United,98980,149484,199796,199798,169359,-1,184704,230046,114283,88894,110504,178301,-1,-1,59735,194799,119471,101148,153127,83314,179018,50232,-1,-1,75115,40142,-1,win,2020/21
West Bromwich Albion,Manchester City,101982,176420,42427,216616,146426,-1,49944,180294,61600,18987,-1,171975,210407,-1,121160,97299,121145,171314,206325,59859,220566,165809,-1,-1,103955,103025,209244,lose,2020/21
Southampton,Arsenal,58376,213482,214470,171771,88900,-1,101178,91047,20467,240143,-1,200439,84939,-1,80201,58822,98745,156074,41270,84450,167199,195735,223340,209289,59966,-1,-1,lose,2020/21
Newcastle United,Leeds United,59735,194799,119471,101148,153127,-1,83314,179018,114243,50232,-1,75115,90105,-1,437495,66588,55914,149915,105377,219961,80954,221399,87873,155405,106617,-1,-1,lose,2020/21
Crystal Palace,West Ham United,40836,19419,55494,244723,55037,-1,60252,66975,232413,50471,-1,82403,54861,-1,37096,55459,164555,40669,60232,178186,204480,172841,217593,215439,57531,-1,-1,lose,2020/21
Manchester United,Sheffield United,51940,152590,214590,95658,180804,-1,176297,74208,141746,220688,62398,148225,-1,-1,225321,7645,199598,40386,-1,82691,47247,153723,79934,109638,18867,27436,-1,lose,2020/21
Everton,Leicester City,111234,198826,194164,164511,106611,-1,212319,101188,120250,173807,-1,177815,60025,-1,17745,444463,166477,37642,220627,172780,201666,166989,51938,203341,168580,-1,-1,draw,2020/21
Brighton and Hove Albion,Fulham,215059,83299,110735,198869,-1,-1,227127,60307,111478,109345,243016,116216,115382,-1,84182,109646,174874,159506,-1,96994,153366,167074,203325,-1,166324,126187,219352,draw,2020/21
Chelsea,Wolverhampton Wanderers,228286,41328,51090,102380,-1,-1,172850,85955,209046,91651,-1,219847,124183,44346,38533,94147,90585,214048,-1,151589,448514,171317,200402,-1,247632,159533,200600,draw,2020/21
Burnley,Aston Villa,98747,51927,68983,17761,39487,-1,433154,172782,90517,60551,-1,60689,44683,-1,98980,149484,199796,199798,169359,88894,114283,230046,122806,110504,178301,-1,-1,win,2020/21
Crystal Palace,Wolverhampton Wanderers,40836,74230,19188,55037,57328,-1,82403,232413,80146,66975,50472,94245,-1,-1,38533,94147,90585,214048,-1,151589,200402,441271,19624,-1,247632,200600,73314,win,2020/21
Tottenham Hotspur,Liverpool,37915,115556,214225,93264,-1,-1,80226,87835,132015,231372,-1,78830,85971,194252,116535,60914,122798,169187,56979,15157,41733,61558,-1,-1,110979,118748,92217,lose,2020/21
West Bromwich Albion,Fulham,101982,216616,59940,146426,-1,-1,42427,49944,232787,176420,18987,171975,210407,-1,84182,109646,174874,159506,-1,96994,203325,169528,151086,-1,128389,126187,219352,draw,2020/21
Manchester City,Sheffield United,121160,206325,58621,171314,146941,-1,59859,165809,27789,-1,-1,205651,209244,224444,225321,82691,40386,108416,226182,47247,153723,79934,-1,-1,195473,197937,-1,win,2020/21
Everton,Newcastle United,111234,101188,106611,59949,164511,-1,212319,153133,55422,121599,60025,177815,-1,-1,59735,194799,119471,101148,109528,153127,179018,83314,50232,-1,75115,90105,-1,lose,2020/21
West Ham United,Liverpool,37096,55459,164555,40669,60232,-1,178186,204480,172841,217593,215439,57531,-1,-1,116535,197464,122798,169187,56979,15157,41733,61558,68312,-1,118748,152760,-1,lose,2020/21
Leicester City,Leeds United,17745,444463,166477,37642,220627,-1,172780,201666,166989,51938,86881,168580,-1,-1,437495,66588,55914,222694,105377,219961,80954,221399,87873,155405,106617,-1,-1,lose,2020/21
Chelsea,Burnley,228286,41328,51090,102380,-1,-1,209046,82263,91651,85955,-1,184341,165153,173879,98747,51927,68983,17761,39487,433154,40145,90517,60551,-1,60689,81183,-1,win,2020/21
Southampton,Aston Villa,58376,101178,171771,40146,88900,-1,240143,78056,20467,91047,-1,84939,83283,-1,98980,149484,199796,199798,169359,88894,114283,230046,122806,110504,178301,-1,-1,lose,2020/21
Arsenal,Manchester United,80201,58822,98745,156074,41270,-1,195735,444145,84450,167199,209289,59966,-1,-1,51940,214590,106760,184667,95658,195851,74208,141746,101582,176297,40720,-1,-1,draw,2020/21
Brighton and Hove Albion,Tottenham Hotspur,215059,83299,110735,198869,-1,-1,227127,111478,109345,60307,-1,243016,116216,115382,37915,214225,55605,173904,-1,132015,231372,115556,45268,-1,85971,194252,36903,win,2020/21
Newcastle United,Crystal Palace,59735,119471,194799,58845,109528,-1,153127,179018,83314,50232,-1,75115,90105,-1,40836,57328,74230,19188,19419,232413,80146,66975,173954,-1,82403,94245,-1,lose,2020/21
Wolverhampton Wanderers,Arsenal,38533,200402,94147,90585,214048,-1,247632,200600,159533,19624,171317,73314,-1,-1,80201,58822,98745,156074,41270,84450,167199,195735,223340,209289,59966,-1,-1,win,2020/21
Sheffield United,West Bromwich Albion,225321,108416,199598,40386,-1,-1,82691,47247,153723,79934,226182,18867,27436,-1,101982,108053,216616,59940,146426,171975,49944,50229,18987,-1,210407,164011,-1,win,2020/21
Liverpool,Brighton and Hove Albion,200720,197464,122798,169187,56979,-1,15157,41733,61558,-1,-1,118748,92217,68312,215059,83299,110735,198869,-1,227127,60307,109345,78916,235382,116216,115382,-1,lose,2020/21
Aston Villa,West Ham United,98980,149484,199796,199798,169359,-1,193488,114283,230046,88894,122806,178301,-1,-1,37096,55459,164555,40669,60232,172841,215439,204480,109322,81012,57531,-1,-1,lose,2020/21
Leeds United,Everton,437495,66588,55914,222694,105377,-1,219961,221399,87873,72222,155405,106617,-1,-1,111782,198826,194164,164511,101188,212319,120250,55422,121599,153133,177815,-1,-1,lose,2020/21
Fulham,Leicester City,84182,109646,174874,159506,-1,-1,203325,153366,169528,167074,-1,128389,126187,219352,17745,220627,37642,218031,111931,172780,201666,166989,168580,197469,173515,-1,-1,lose,2020/21
Burnley,Manchester City,98747,51927,68983,17761,39487,-1,60586,433154,40145,60551,-1,44683,81183,-1,121160,97299,121145,171314,146941,59859,220566,165809,-1,-1,103955,103025,205651,lose,2020/21
Tottenham Hotspur,Chelsea,37915,115556,93264,55605,80226,-1,132015,194252,45268,231372,-1,85971,245824,-1,228286,41328,51090,102380,-1,225796,85955,91651,82263,-1,184341,165153,209046,lose,2020/21
Newcastle United,Southampton,59735,194799,119471,109528,153127,-1,83314,200089,50232,179018,-1,75115,170137,-1,58376,88900,40146,171771,93100,83283,78056,101178,157882,-1,200439,84939,-1,win,2020/21
Burnley,Brighton and Hove Albion,98747,51927,68983,17761,39487,-1,60586,433154,40145,60551,-1,44699,81183,-1,215059,83299,110735,198869,-1,78916,227127,111478,60307,-1,243016,233425,115382,draw,2020/21
Aston Villa,Arsenal,98980,149484,199796,199798,169359,-1,110504,122806,114283,88894,184704,178301,-1,-1,131897,58822,226597,98745,156074,84450,167199,195735,223340,209289,59966,-1,-1,win,2020/21
Fulham,West Ham United,84182,169528,109646,174874,167074,-1,126187,153366,96994,151086,219352,166324,-1,-1,37096,55459,164555,40669,60232,172841,178186,204480,109322,215439,57531,-1,-1,draw,2020/21
Manchester United,Everton,51940,214590,106760,184667,95658,-1,220688,74208,141746,195851,176297,40720,-1,-1,111782,198826,106611,194164,101188,121599,173807,60025,120250,-1,177815,212319,-1,draw,2020/21
Liverpool,Manchester City,116535,169187,122798,56979,116643,-1,206915,41733,61558,-1,-1,110979,118748,92217,121160,97299,121145,171314,206325,59859,220566,165809,-1,-1,103955,103025,209244,lose,2020/21
Wolverhampton Wanderers,Leicester City,38533,214048,151589,94147,-1,-1,171317,19624,200402,114128,-1,247632,159533,73314,17745,220627,37642,218031,111931,172780,201666,166989,168580,197469,173515,-1,-1,draw,2020/21
Tottenham Hotspur,West Bromwich Albion,37915,115556,173904,55605,80226,-1,85971,132015,95715,62974,231372,78830,-1,-1,101982,108053,59940,146426,38716,61600,180294,18987,154043,232787,164011,-1,-1,win,2020/21
Sheffield United,Chelsea,225321,40386,108416,109638,-1,-1,47247,153723,155197,79934,226182,169432,197937,-1,228286,135363,41328,102380,-1,91651,172850,225796,85955,-1,44346,184341,165153,lose,2020/21
Leeds United,Crystal Palace,437495,66588,55914,222694,105377,-1,219961,221399,87873,72222,155405,106617,-1,-1,40836,19188,19419,244723,57328,173954,66975,74230,232413,-1,80146,231747,-1,win,2020/21
Crystal Palace,Burnley,40836,74230,19188,55037,57328,-1,232413,80146,66975,173954,-1,54861,94245,-1,98747,51927,68983,17761,39487,60586,433154,40145,60551,-1,44683,44699,-1,lose,2020/21
Leicester City,Liverpool,17745,37642,218031,111931,155569,-1,172780,201666,166989,51938,203341,101668,-1,-1,116535,122798,169187,438277,56979,206915,15157,41733,-1,-1,110979,118748,92217,win,2020/21
West Bromwich Albion,Manchester United,101982,108053,59940,146426,38716,-1,18987,210407,154043,232787,101394,164011,-1,-1,51940,214590,106760,184667,95658,141746,176297,148225,195851,101582,40720,-1,-1,draw,2020/21
Southampton,Wolverhampton Wanderers,58376,158534,171771,40146,93100,-1,91047,78056,101178,157882,-1,84939,83283,-1,38533,107613,151589,94147,-1,171317,19624,200402,114128,-1,247632,159533,73314,lose,2020/21
Arsenal,Leeds United,80201,58822,98745,226597,41270,-1,223340,84450,209289,184029,182539,54694,-1,-1,437495,66588,55914,221610,105377,219961,222694,72222,87873,221399,106617,-1,-1,win,2020/21
Brighton and Hove Albion,Aston Villa,215059,78916,198869,111478,83299,-1,243016,60307,227127,235382,-1,116216,115382,-1,98980,149484,199796,199798,169359,88894,114283,230046,122806,110504,178301,-1,-1,draw,2020/21
Manchester City,Tottenham Hotspur,121160,121145,97299,206325,146941,-1,59859,220566,165809,-1,-1,103955,205651,209244,37915,93264,173904,115556,199584,85971,132015,95715,62974,231372,78830,-1,-1,win,2020/21
Everton,Fulham,111782,59949,194164,101188,198826,-1,173807,55422,121599,120250,-1,212319,60025,-1,84182,174874,167074,109646,159506,126187,153366,151086,219352,-1,96994,195480,-1,lose,2020/21
Chelsea,Newcastle United,109745,135363,41328,102380,-1,-1,209046,82263,91651,85955,-1,184341,165153,173879,59735,194799,58845,101148,111773,50232,200089,153127,-1,-1,179018,170137,104547,win,2020/21
West Ham United,Sheffield United,37096,55459,60232,219924,-1,-1,215439,164555,204480,222018,-1,178186,109322,86934,225321,108416,199598,40386,-1,63426,153723,79934,226182,167878,18867,27436,-1,win,2020/21
Everton,Manchester City,111234,198826,194164,164511,106611,-1,101188,121599,153133,173807,-1,212319,55422,-1,121160,121145,171314,58621,146941,165809,209244,220566,-1,-1,103955,103025,205651,lose,2020/21
Burnley,Fulham,98747,103914,17761,68983,41674,-1,60586,433154,40145,60551,-1,44683,44699,-1,84182,174874,167074,109646,159506,126187,153366,151086,219352,-1,96994,195480,-1,draw,2020/21
Burnley,West Bromwich Albion,98747,17761,51927,68983,103914,-1,172782,433154,40145,60551,-1,44683,81183,-1,101982,176420,108053,59940,146426,232787,154043,50229,210407,101394,164011,-1,-1,draw,2020/21
Southampton,Chelsea,58376,450527,40146,171771,93100,-1,101178,78056,431131,157882,-1,84939,83283,-1,228286,41328,103192,102380,-1,225796,116594,91651,82263,-1,184341,165153,173879,draw,2020/21
Wolverhampton Wanderers,Leeds United,38533,107613,151589,94147,-1,-1,171317,19624,200402,114128,-1,247632,159533,73314,437495,55914,87873,66588,222694,219961,221399,72222,221610,-1,106617,173821,-1,win,2020/21
Arsenal,Manchester City,80201,92371,98745,192895,156074,-1,223340,153256,184029,84450,195735,54694,-1,-1,121160,97299,121145,171314,206325,61366,59859,27789,-1,-1,103955,103025,165809,lose,2020/21
Aston Villa,Leicester City,98980,169359,149484,199798,37339,-1,193488,110504,230046,88894,122806,178301,-1,-1,17745,166477,37642,218031,244619,172780,201666,166989,203341,111931,101668,-1,-1,lose,2020/21
West Ham United,Tottenham Hotspur,37096,55459,164555,60232,219924,-1,178186,215439,109322,217593,204480,57531,-1,-1,37915,199249,93264,173904,199584,85971,132015,95715,62974,231372,78830,-1,-1,win,2020/21
Fulham,Sheffield United,84182,174874,169528,109646,159506,-1,166324,126187,153366,219352,203325,195480,-1,-1,225321,199598,7645,109638,-1,82691,63426,47247,40386,153723,169432,18867,-1,win,2020/21
Liverpool,Everton,116535,122798,169187,438277,56979,-1,206915,41733,61558,-1,-1,110979,118748,92217,111234,198826,106611,194164,101188,121599,120250,173807,-1,-1,212319,60025,-1,lose,2020/21
Manchester United,Newcastle United,51940,214590,106760,184667,95658,-1,141746,176297,101582,200617,62398,148225,-1,-1,59735,194799,58845,101148,111773,153127,200089,50232,179018,-1,180974,170137,-1,win,2020/21
Leeds United,Southampton,437495,55914,222694,149915,-1,-1,173821,72222,66588,87873,-1,106617,219961,221399,58376,450527,40146,171771,93100,91047,78056,101178,203389,-1,200439,83283,-1,win,2020/21
Brighton and Hove Albion,Crystal Palace,215059,78916,198869,111478,83299,-1,243016,60307,227127,235382,-1,116216,115382,-1,40836,19419,55494,244723,55037,232413,66975,173954,-1,-1,60252,80146,231747,lose,2020/21
Tottenham Hotspur,Wolverhampton Wanderers,37915,199249,199584,55605,93264,-1,85971,132015,200826,108823,36903,78830,-1,-1,38533,200402,94147,441271,107613,151589,159533,437858,19624,222531,449988,-1,-1,win,2020/21
Crystal Palace,Aston Villa,105666,19419,55494,244723,55037,-1,232413,86417,50472,-1,-1,54861,60252,82403,98980,169359,199798,123354,37339,122806,230046,232653,-1,-1,178301,110504,193488,win,2020/21
Brighton and Hove Albion,West Ham United,215059,110735,198869,78916,-1,-1,235382,227127,243505,60307,-1,116216,50175,165210,37096,55459,164555,40669,60232,178186,215439,109322,217593,204480,57531,-1,-1,draw,2020/21
Everton,Sheffield United,111234,198826,106611,194164,101188,-1,60025,119765,212319,59949,121599,177815,-1,-1,225321,40386,108416,83427,-1,82691,63426,47247,79934,-1,27436,167878,523700,lose,2020/21
Chelsea,Leicester City,228286,225796,51090,102380,-1,-1,172850,85955,41328,116594,-1,184341,165153,176413,17745,218031,166477,444463,-1,166989,51938,203341,244619,-1,101668,172780,168580,win,2020/21
Brighton and Hove Albion,Manchester City,215059,110735,198869,78916,-1,-1,165210,227127,243505,235382,60307,50175,243016,-1,121160,97299,121145,171314,206325,59859,220566,165809,-1,-1,209244,224444,103025,win,2020/21
Manchester United,Fulham,51940,214590,184667,106760,180804,-1,101582,74208,195851,220688,141746,40720,-1,-1,84182,109646,82514,151086,-1,96994,153366,101105,203325,-1,166324,244858,219352,draw,2020/21
Southampton,Leeds United,58376,158534,93100,88900,450527,-1,101178,91047,20467,431131,-1,200439,203389,-1,39790,66588,55914,149915,-1,155405,105377,87873,80954,-1,106617,219961,221399,lose,2020/21
Leicester City,Fulham,17745,37642,444463,37402,-1,-1,166989,220627,244619,86881,-1,101668,172780,106837,84182,96994,169528,109646,174874,126187,153366,219352,203325,-1,166324,-1,-1,lose,2020/21
West Ham United,Aston Villa,37096,55459,40669,166640,-1,-1,105717,204480,164555,215439,-1,178186,217593,57531,98980,149484,199796,199798,169359,122806,230046,85242,-1,-1,178301,114283,148508,win,2020/21
Arsenal,Wolverhampton Wanderers,80201,226597,98745,192895,41270,-1,223340,84450,182539,47431,200089,54694,-1,-1,38533,200402,94147,90585,111291,247632,151589,19624,159533,200600,102057,-1,-1,lose,2020/21
Everton,Leeds United,111234,198826,194164,106611,-1,-1,153133,119765,121599,173807,-1,177815,212319,60025,437495,193645,87873,55914,66588,219961,72222,155405,105377,-1,106617,221399,-1,lose,2020/21
West Bromwich Albion,Sheffield United,101982,59940,146426,41135,-1,-1,108053,232787,176420,61600,-1,171975,210407,180294,225321,40386,108416,109638,-1,82691,47247,207189,155197,79934,169432,197937,-1,win,2020/21
Southampton,Manchester United,58376,158534,171771,40146,93100,-1,91047,78056,101178,431131,-1,200439,20467,-1,51940,152590,95658,214590,184667,141746,101582,180184,62398,-1,176297,220688,-1,lose,2020/21
Chelsea,Tottenham Hotspur,228286,51090,225796,103192,172850,-1,91651,184341,116594,-1,-1,124183,173879,165153,37915,199249,80226,93264,214225,85971,132015,194252,45268,231372,78830,-1,-1,draw,2020/21
Crystal Palace,Newcastle United,40836,57328,74230,19188,19419,-1,232413,60252,55037,50471,-1,80146,86417,-1,59735,57145,194799,58845,109528,83314,180135,50232,179018,-1,75115,180974,-1,lose,2020/21
Leeds United,Wolverhampton Wanderers,437495,193645,222694,66588,87873,-1,72222,221399,165808,155405,80954,106617,-1,-1,38533,94147,90585,214048,-1,247632,107613,151589,200402,19624,200600,102057,-1,lose,2020/21
Leicester City,Aston Villa,17745,444463,166477,37642,220627,-1,166989,201666,168580,106837,86881,173515,-1,-1,98980,149484,199796,199798,169359,148508,122806,230046,88894,114283,178301,-1,-1,lose,2020/21
Tottenham Hotspur,West Ham United,37915,199249,80226,173904,55605,-1,85971,132015,194252,45268,231372,78830,-1,-1,37096,55459,40669,166640,164555,215439,178186,217593,204480,-1,57531,-1,-1,draw,2020/21
West Bromwich Albion,Burnley,101982,176420,108053,41135,77777,-1,179830,210407,200878,232787,49944,180294,-1,-1,98747,17761,103914,39487,41674,172782,433154,60586,60551,-1,60689,44699,-1,draw,2020/21
Sheffield United,Fulham,225321,63426,40386,108416,-1,-1,82691,153723,207189,155197,79934,169432,27436,-1,84182,109646,82514,159506,-1,203325,76357,169528,166324,-1,128389,126187,219352,draw,2020/21
Everton,Liverpool,111234,101188,106611,59949,164511,-1,121599,119765,120250,-1,-1,177815,212319,60025,60706,169187,122798,60914,97032,56979,116643,61558,-1,-1,110979,118748,92217,draw,2020/21
Crystal Palace,Brighton and Hove Albion,40836,19419,55494,244723,55037,-1,60252,86417,50471,173954,-1,82403,94245,-1,131897,83299,110735,78916,-1,227127,109345,232792,198869,-1,116216,115382,39155,draw,2020/21
West Bromwich Albion,Arsenal,101982,176420,216616,146426,41135,-1,179830,232787,50229,61600,-1,171975,210407,-1,80201,92371,98745,192895,156074,223340,84450,54694,182539,209289,59966,-1,-1,lose,2020/21
Wolverhampton Wanderers,Everton,38533,200402,94147,448514,107613,-1,171317,19624,151589,-1,-1,247632,449988,222531,111234,198826,194164,164511,106611,101188,121599,153133,173807,-1,55422,60025,-1,lose,2020/21
Southampton,Liverpool,40383,158534,88900,171771,40146,-1,101178,91047,431131,240143,-1,84939,20467,-1,116535,169187,122798,56979,116643,81880,41733,61558,-1,-1,110979,118748,92217,win,2020/21
Brighton and Hove Albion,Wolverhampton Wanderers,215059,83299,110735,78916,-1,-1,111478,198869,227127,109345,-1,116216,115382,233425,38533,200402,94147,448514,107613,247632,437858,159533,19624,171317,449988,-1,-1,draw,2020/21
Burnley,Manchester United,98747,51927,68983,17761,39487,-1,60586,172782,90517,60551,-1,60689,44699,-1,51940,214590,106760,197365,95658,176297,74208,148225,141746,62398,40720,-1,-1,lose,2020/21
Everton,Chelsea,111234,198826,194164,164511,106611,-1,55422,121599,119765,-1,-1,177815,212319,153133,228286,51090,225796,103192,172850,91651,184341,116594,-1,-1,165153,219847,44346,win,2020/21
Leicester City,Brighton and Hove Albion,17745,37642,444463,37402,-1,-1,51938,220627,166989,203341,-1,101668,172780,168580,131897,78916,198869,111478,83299,115382,60307,227127,109345,165210,50175,-1,-1,win,2020/21
Manchester United,Manchester City,51940,214590,106760,184667,95658,-1,101582,74208,195851,220688,141746,176297,-1,-1,121160,121145,171314,97299,58621,220566,27789,103955,103025,61366,205651,-1,-1,draw,2020/21
Newcastle United,Leicester City,59735,56983,57145,58845,119471,151119,179018,180974,180135,223175,-1,75115,-1,-1,17745,444463,166477,37642,220627,172780,201666,166989,51938,203341,101668,-1,-1,lose,2020/21
Chelsea,Manchester City,228286,172850,41328,103192,51090,-1,91651,184341,116594,-1,-1,165153,176413,124183,164484,97299,121145,171314,206325,59859,220566,165809,-1,-1,61366,103955,209244,lose,2020/21
Manchester United,Aston Villa,51940,214590,106760,197365,95658,-1,195851,74208,141746,101582,176297,148225,-1,-1,98980,149484,199796,199798,169359,193488,110504,230046,122806,114283,178301,-1,-1,win,2020/21
Everton,West Ham United,111234,59949,198826,194164,164511,-1,212319,100649,55422,173807,121599,177815,-1,-1,32259,55459,164555,40669,60232,178186,204480,172841,217593,215439,103123,-1,-1,lose,2020/21
Tottenham Hotspur,Leeds United,37915,55605,115556,87835,93264,-1,85971,132015,194252,157668,231372,78830,-1,-1,437495,105377,222694,66588,87873,219961,155405,80954,72222,221399,106617,-1,-1,win,2020/21
Wolverhampton Wanderers,Chelsea,38533,94147,90585,107613,-1,-1,151589,111291,171317,200402,-1,247632,449988,200600,228286,51090,225796,103192,172850,219847,116594,184341,-1,-1,165153,176413,44346,win,2020/21
Manchester City,West Bromwich Albion,121160,126184,121145,171314,102826,-1,59859,220566,209244,103955,61366,205651,-1,-1,101982,176420,42427,216616,146426,50229,179830,232787,49944,61600,180294,-1,-1,draw,2020/21
Arsenal,Burnley,80201,156074,98745,226597,192895,-1,223340,84450,59966,153256,47431,54694,-1,-1,98747,17761,51927,68983,103914,433154,172782,90517,60551,-1,60689,44683,-1,lose,2020/21
West Ham United,Everton,37096,55459,164555,60232,219924,-1,86934,215439,109322,172841,217593,57531,-1,-1,111234,101188,106611,198826,164511,55422,173807,119765,59949,-1,177815,212319,-1,lose,2020/21
Manchester City,Chelsea,121160,171314,146941,126184,-1,-1,103955,121145,220566,224444,102826,205651,37572,-1,228286,135363,41328,102380,-1,243568,116594,225796,82263,-1,165153,176413,124183,lose,2020/21
Leicester City,Newcastle United,17745,218031,166477,444463,-1,-1,166989,51938,203341,111931,-1,101668,172780,173515,67089,57145,106618,111773,56983,179018,50232,200089,-1,-1,75115,170137,-1,lose,2020/21
Leeds United,Tottenham Hotspur,437495,66588,222694,149915,105377,-1,72222,221399,173821,193645,87873,106617,-1,-1,37915,199249,80226,93264,55605,85971,132015,200826,108823,36903,78830,-1,-1,win,2020/21
Sheffield United,Crystal Palace,225321,40386,108416,109638,-1,-1,82691,63426,47247,207189,79934,197937,27436,-1,40836,19419,55494,244723,55037,232413,66975,86417,-1,-1,54861,60252,82403,lose,2020/21
Leicester City,Arsenal,17745,166477,37642,218031,244619,-1,166989,201666,203341,111931,-1,101668,173515,-1,80201,192895,58822,92371,41270,153256,47431,209289,84450,195735,59966,-1,-1,lose,2020/21
Tottenham Hotspur,Burnley,37915,199249,80226,173904,55605,-1,85971,132015,95715,36903,231372,78830,-1,-1,98747,17761,51927,68983,103914,172782,433154,40145,60551,-1,44683,81183,-1,win,2020/21
Chelsea,Manchester United,228286,135363,41328,102380,-1,-1,172850,91651,209046,116594,-1,124183,44346,184341,51940,214590,106760,184667,95658,141746,176297,200617,195851,101582,220688,-1,-1,draw,2020/21
West Bromwich Albion,Wolverhampton Wanderers,101982,216616,59940,146426,-1,-1,232787,154043,176420,108053,101394,210407,164011,-1,38533,200402,94147,448514,107613,437858,159533,151589,171317,250604,449988,-1,-1,draw,2020/21
Burnley,West Ham United,98747,17761,51927,68983,103914,-1,172782,433154,40145,60551,-1,60689,81183,-1,37096,55459,164555,60232,219924,86934,215439,109322,172841,217593,57531,-1,-1,lose,2020/21
Tottenham Hotspur,Sheffield United,37915,199249,80226,93264,55605,-1,85971,132015,200826,108823,36903,78830,-1,-1,225321,82691,40386,108416,-1,63426,47247,79934,226182,-1,195473,27436,167878,win,2020/21
Sheffield United,Liverpool,225321,199598,7645,109638,-1,-1,82691,63426,47247,153723,79934,169432,27436,-1,60706,169187,122798,197464,438277,206915,41733,61558,-1,-1,110979,118748,92217,lose,2020/21
Leeds United,Aston Villa,437495,55914,149915,87873,66588,-1,219961,222694,72222,165808,173821,106617,-1,-1,98980,169359,149484,199798,37339,122806,232653,184704,-1,-1,178301,110504,193488,lose,2020/21
Everton,Aston Villa,111234,59949,194164,101188,198826,-1,55422,119765,120250,212319,153133,177815,-1,-1,98980,149484,199796,199798,169359,193488,110504,230046,88894,122806,178301,-1,-1,lose,2020/21
Newcastle United,Wolverhampton Wanderers,67089,194799,58845,101148,111773,-1,50232,200089,153127,-1,-1,170137,179018,180974,38533,107613,151589,94147,-1,171317,19624,200402,114128,-1,247632,159533,73314,draw,2020/21
Crystal Palace,Fulham,40836,74230,55037,55494,19419,-1,232413,60252,80146,66975,173954,54861,-1,-1,84182,174874,167074,109646,159506,126187,153366,96994,219352,203325,195480,-1,-1,draw,2020/21
Newcastle United,West Ham United,67089,57145,114243,106618,56983,58845,179018,50232,180135,-1,-1,180974,170137,-1,37096,40669,60232,219924,-1,18073,222018,164555,215439,-1,109322,178186,217593,win,2020/21
West Bromwich Albion,Southampton,101982,176420,108053,216616,59940,-1,50229,154043,171975,101394,-1,210407,164011,-1,40383,158534,171771,40146,93100,101178,91047,20467,240143,-1,84939,83283,-1,win,2020/21
Sheffield United,Arsenal,225321,108416,199598,63426,-1,-1,82691,47247,153723,79934,167878,197937,27436,-1,80201,101184,92371,84450,156074,182539,167199,195735,444145,223340,59966,-1,-1,lose,2020/21
Brighton and Hove Albion,Everton,215059,111478,198869,83299,-1,-1,39155,227127,243505,60307,-1,116216,115382,50175,111782,101188,106611,198826,164511,194164,173807,55422,-1,-1,212319,60025,-1,draw,2020/21
